epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/mixture_aux_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/mixture_aux_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4
12,1789.97,1.7464,2.72497,0.02436,0.99611,0.28926,0.23753,0.18257,0.09755,1.84869,2.69316,0.03336,0,0.00972775,0.00972775,0.00972775,0.00486388,0.0194555
13,1939.74,1.72367,2.686,0.02402,0.99629,0.32651,0.27007,0.22255,0.12136,1.76711,2.50887,0.03161,0,0.009703,0.009703,0.009703,0.0048515,0.019406
14,2089.62,1.71186,2.63852,0.02385,0.99652,0.32258,0.2798,0.24036,0.13434,1.7349,2.46426,0.03075,0,0.00967825,0.00967825,0.00967825,0.00483913,0.0193565
15,2238.75,1.70234,2.60348,0.02358,0.99659,0.31498,0.28048,0.23836,0.13245,1.7302,2.44882,0.0308,0,0.0096535,0.0096535,0.0096535,0.00482675,0.019307
16,2393.86,1.69635,2.5754,0.02333,0.99664,0.33218,0.30806,0.25959,0.14353,1.71875,2.40792,0.03043,0,0.00962875,0.00962875,0.00962875,0.00481438,0.0192575
17,2546.94,1.68594,2.54208,0.02328,0.99716,0.38765,0.30924,0.28148,0.15541,1.73397,2.33555,0.03056,0,0.009604,0.009604,0.009604,0.004802,0.019208
18,2698.86,1.67167,2.51507,0.02322,0.99707,0.37264,0.32776,0.29456,0.16672,1.67869,2.2811,0.02952,0,0.00957925,0.00957925,0.00957925,0.00478963,0.0191585
19,2850.3,1.66324,2.47852,0.02284,0.9972,0.37087,0.33888,0.30018,0.17012,1.67615,2.25202,0.02941,0,0.0095545,0.0095545,0.0095545,0.00477725,0.019109
20,3001.77,1.65294,2.44271,0.02269,0.99732,0.38763,0.33679,0.30782,0.17975,1.64944,2.23713,0.02868,0,0.00952975,0.00952975,0.00952975,0.00476488,0.0190595
21,3153.2,1.65305,2.43858,0.02264,0.99721,0.43328,0.34948,0.33355,0.19132,1.65791,2.14753,0.02877,0,0.009505,0.009505,0.009505,0.0047525,0.01901
22,3305,1.64491,2.4181,0.02242,0.99737,0.42085,0.35736,0.34009,0.19885,1.64087,2.1479,0.02843,0,0.00948025,0.00948025,0.00948025,0.00474013,0.0189605
23,3457.06,1.63112,2.39418,0.0222,0.9974,0.46433,0.35997,0.35336,0.20624,1.63297,2.11592,0.02819,0,0.0094555,0.0094555,0.0094555,0.00472775,0.018911
24,3609.22,1.62672,2.36955,0.0221,0.99755,0.45014,0.37182,0.3634,0.21566,1.61426,2.09269,0.02791,0,0.00943075,0.00943075,0.00943075,0.00471537,0.0188615
25,3760.57,1.6216,2.34025,0.02214,0.99757,0.43124,0.38645,0.36057,0.21482,1.59767,2.07542,0.0274,0,0.009406,0.009406,0.009406,0.004703,0.018812
26,3911.73,1.62065,2.34329,0.022,0.99791,0.459,0.38908,0.37912,0.22608,1.60384,2.02937,0.02753,0,0.00938125,0.00938125,0.00938125,0.00469063,0.0187625
27,4063.64,1.60991,2.30857,0.0218,0.9977,0.47153,0.38074,0.37985,0.22653,1.5976,2.02234,0.02738,0,0.0093565,0.0093565,0.0093565,0.00467825,0.018713
28,4215.56,1.61165,2.2973,0.02185,0.99793,0.47463,0.39597,0.39065,0.23435,1.57284,1.99804,0.02694,0,0.00933175,0.00933175,0.00933175,0.00466587,0.0186635
29,4367.81,1.60904,2.28752,0.02171,0.99813,0.47166,0.40867,0.39737,0.24056,1.56791,1.9854,0.02666,0,0.009307,0.009307,0.009307,0.0046535,0.018614
30,4519.95,1.59466,2.2805,0.02159,0.99813,0.49409,0.41007,0.40503,0.24579,1.55645,1.93869,0.02641,0,0.00928225,0.00928225,0.00928225,0.00464113,0.0185645
31,4671.76,1.60099,2.26266,0.02148,0.99823,0.5009,0.41047,0.41464,0.25124,1.55429,1.93889,0.02643,0,0.0092575,0.0092575,0.0092575,0.00462875,0.018515
32,4824.45,1.58784,2.24372,0.02145,0.99811,0.49606,0.42476,0.42424,0.25786,1.54095,1.91361,0.02594,0,0.00923275,0.00923275,0.00923275,0.00461637,0.0184655
33,4976.6,1.5794,2.22655,0.02132,0.99847,0.51878,0.43041,0.43903,0.26909,1.52779,1.88253,0.02564,0,0.009208,0.009208,0.009208,0.004604,0.018416
34,5129.39,1.58583,2.22358,0.02129,0.99826,0.5188,0.43659,0.44112,0.27009,1.53223,1.87026,0.02574,0,0.00918325,0.00918325,0.00918325,0.00459163,0.0183665
35,5279.8,1.57501,2.20792,0.02116,0.9986,0.51826,0.4355,0.44535,0.27404,1.52597,1.86591,0.02563,0,0.0091585,0.0091585,0.0091585,0.00457925,0.018317
36,5432.01,1.57033,2.19336,0.0211,0.99851,0.5227,0.44385,0.44906,0.27529,1.52381,1.84653,0.02556,0,0.00913375,0.00913375,0.00913375,0.00456687,0.0182675
37,5584.23,1.56761,2.17543,0.021,0.99851,0.53771,0.44457,0.45976,0.28135,1.51114,1.8328,0.02525,0,0.009109,0.009109,0.009109,0.0045545,0.018218
38,5735.8,1.55705,2.17147,0.02093,0.99844,0.54322,0.44806,0.46577,0.28714,1.5042,1.81727,0.02514,0,0.00908425,0.00908425,0.00908425,0.00454213,0.0181685
39,5888.44,1.55744,2.16193,0.02103,0.99888,0.53043,0.45613,0.46536,0.28777,1.50393,1.811,0.02513,0,0.0090595,0.0090595,0.0090595,0.00452975,0.018119
40,6040.07,1.55848,2.15495,0.02081,0.99898,0.53171,0.46321,0.46996,0.2936,1.48872,1.79422,0.02468,0,0.00903475,0.00903475,0.00903475,0.00451737,0.0180695
41,6192.76,1.55422,2.14485,0.02081,0.99861,0.55718,0.45356,0.47525,0.29705,1.48538,1.78214,0.02466,0,0.00901,0.00901,0.00901,0.004505,0.01802
42,6345.46,1.55747,2.14487,0.02062,0.99891,0.55407,0.46289,0.48334,0.30474,1.47657,1.76742,0.02445,0,0.00898525,0.00898525,0.00898525,0.00449263,0.0179705
43,6496.44,1.54551,2.13228,0.02064,0.99889,0.56457,0.46733,0.48808,0.30828,1.47268,1.74566,0.02435,0,0.0089605,0.0089605,0.0089605,0.00448025,0.017921
44,6647.54,1.53936,2.1096,0.02053,0.99887,0.56475,0.47265,0.495,0.31265,1.46537,1.73566,0.02421,0,0.00893575,0.00893575,0.00893575,0.00446788,0.0178715
45,6797.05,1.53844,2.11088,0.02049,0.99916,0.56852,0.47065,0.49605,0.31428,1.46292,1.7359,0.02414,0,0.008911,0.008911,0.008911,0.0044555,0.017822
46,6945.16,1.52953,2.10586,0.02052,0.99897,0.56865,0.47914,0.50173,0.3182,1.46257,1.71572,0.02415,0,0.00888625,0.00888625,0.00888625,0.00444313,0.0177725
47,7093.5,1.54338,2.08004,0.02049,0.99904,0.57618,0.4749,0.50499,0.32043,1.45799,1.70944,0.02407,0,0.0088615,0.0088615,0.0088615,0.00443075,0.017723
48,7242.33,1.53404,2.08321,0.02033,0.99895,0.57409,0.48333,0.50909,0.32345,1.45787,1.70079,0.02402,0,0.00883675,0.00883675,0.00883675,0.00441838,0.0176735
49,7392.31,1.53257,2.08115,0.02032,0.99916,0.58107,0.48796,0.51456,0.32797,1.45051,1.69496,0.02383,0,0.008812,0.008812,0.008812,0.004406,0.017624
50,7540.55,1.53191,2.05325,0.02031,0.99914,0.58186,0.49151,0.51656,0.32953,1.44932,1.69006,0.02381,0,0.00878725,0.00878725,0.00878725,0.00439362,0.0175745
51,7688.02,1.5294,2.05408,0.02026,0.99911,0.58479,0.49168,0.51931,0.3314,1.4481,1.68535,0.02382,0,0.0087625,0.0087625,0.0087625,0.00438125,0.017525
52,7834.95,1.5294,2.03976,0.02026,0.99936,0.58698,0.48684,0.52097,0.334,1.44442,1.68164,0.02376,0,0.00873775,0.00873775,0.00873775,0.00436888,0.0174755
53,7982.43,1.51773,2.04498,0.02006,0.99915,0.59127,0.49756,0.52486,0.33687,1.43868,1.67136,0.02361,0,0.008713,0.008713,0.008713,0.0043565,0.017426
54,8129.31,1.52324,2.03154,0.0201,0.9992,0.58984,0.4959,0.52781,0.33915,1.43505,1.66826,0.02351,0,0.00868825,0.00868825,0.00868825,0.00434412,0.0173765
55,8276.58,1.51824,2.02779,0.02012,0.99927,0.59906,0.49567,0.53006,0.34128,1.43155,1.65549,0.02342,0,0.0086635,0.0086635,0.0086635,0.00433175,0.017327
56,8424.03,1.51782,2.01489,0.02018,0.99934,0.59811,0.49891,0.53146,0.34204,1.42841,1.64995,0.02336,0,0.00863875,0.00863875,0.00863875,0.00431938,0.0172775
57,8571.4,1.50453,2.01464,0.01986,0.99941,0.59971,0.50242,0.53291,0.34353,1.42643,1.6459,0.02331,0,0.008614,0.008614,0.008614,0.004307,0.017228
58,8719.68,1.5036,2.00266,0.01996,0.99941,0.59544,0.50284,0.53515,0.34521,1.42678,1.63805,0.02332,0,0.00858925,0.00858925,0.00858925,0.00429463,0.0171785
59,8869.31,1.51209,2.01528,0.01994,0.99937,0.60531,0.50133,0.53701,0.34638,1.42474,1.63518,0.02328,0,0.0085645,0.0085645,0.0085645,0.00428225,0.017129
60,9018.56,1.51047,1.99424,0.01984,0.99936,0.60956,0.4999,0.53928,0.34863,1.42194,1.62964,0.02324,0,0.00853975,0.00853975,0.00853975,0.00426988,0.0170795
61,9167.98,1.50956,1.99246,0.01992,0.9995,0.60084,0.50484,0.54048,0.35033,1.41882,1.62474,0.02316,0,0.008515,0.008515,0.008515,0.0042575,0.01703
62,9317.16,1.50821,1.98258,0.0198,0.99926,0.59738,0.5094,0.54191,0.35172,1.41718,1.61978,0.02312,0,0.00849025,0.00849025,0.00849025,0.00424513,0.0169805
63,9466.38,1.50237,1.9909,0.01973,0.99954,0.60295,0.50887,0.54207,0.35232,1.41741,1.61502,0.02314,0,0.0084655,0.0084655,0.0084655,0.00423275,0.016931
64,9615.57,1.50945,1.97944,0.01965,0.99965,0.59735,0.50918,0.54378,0.35397,1.41573,1.61145,0.02311,0,0.00844075,0.00844075,0.00844075,0.00422038,0.0168815
65,9764.72,1.49374,1.97383,0.0197,0.99935,0.60617,0.5075,0.54504,0.35498,1.41459,1.60756,0.02306,0,0.008416,0.008416,0.008416,0.004208,0.016832
66,9914.34,1.49693,1.97008,0.01969,0.99954,0.60232,0.51004,0.54631,0.35609,1.41459,1.60421,0.02306,0,0.00839125,0.00839125,0.00839125,0.00419563,0.0167825
67,10063.9,1.49683,1.96045,0.01974,0.99955,0.60607,0.50864,0.54842,0.35797,1.41343,1.60071,0.02303,0,0.0083665,0.0083665,0.0083665,0.00418325,0.016733
68,10213.6,1.49489,1.95241,0.01953,0.9996,0.60822,0.51276,0.55026,0.35964,1.41123,1.59905,0.02298,0,0.00834175,0.00834175,0.00834175,0.00417088,0.0166835
69,10363.4,1.48916,1.94515,0.01965,0.9994,0.61212,0.51338,0.55183,0.36074,1.41008,1.59612,0.02296,0,0.008317,0.008317,0.008317,0.0041585,0.016634
70,10512.8,1.48556,1.95029,0.01953,0.99958,0.61403,0.51316,0.55292,0.36142,1.40865,1.5932,0.02292,0,0.00829225,0.00829225,0.00829225,0.00414612,0.0165845
71,10662.8,1.48737,1.94321,0.0195,0.99969,0.61566,0.51361,0.55468,0.36263,1.40622,1.59153,0.02287,0,0.0082675,0.0082675,0.0082675,0.00413375,0.016535
72,10812.8,1.48314,1.93761,0.01946,0.99962,0.61777,0.51445,0.55573,0.36388,1.40546,1.58795,0.02285,0,0.00824275,0.00824275,0.00824275,0.00412138,0.0164855
73,10962,1.49238,1.94196,0.0195,0.99981,0.61879,0.51492,0.55653,0.36478,1.40292,1.58785,0.0228,0,0.008218,0.008218,0.008218,0.004109,0.016436
74,11111.5,1.48485,1.93245,0.0194,0.9995,0.62235,0.51535,0.55782,0.3659,1.40231,1.5844,0.02278,0,0.00819325,0.00819325,0.00819325,0.00409662,0.0163865
75,11261.5,1.48629,1.9312,0.01952,0.99961,0.6153,0.51995,0.55848,0.36645,1.4015,1.58204,0.02275,0,0.0081685,0.0081685,0.0081685,0.00408425,0.016337
76,11410.6,1.48538,1.92513,0.01931,0.9997,0.62057,0.51958,0.55989,0.36769,1.40131,1.57899,0.02274,0,0.00814375,0.00814375,0.00814375,0.00407187,0.0162875
77,11559.5,1.48428,1.91197,0.01942,0.99959,0.61843,0.51982,0.56037,0.36807,1.3995,1.57829,0.02271,0,0.008119,0.008119,0.008119,0.0040595,0.016238
78,11708.8,1.47691,1.90175,0.01937,0.99989,0.62161,0.51976,0.56127,0.36876,1.39775,1.57651,0.02265,0,0.00809425,0.00809425,0.00809425,0.00404712,0.0161885
79,11858.2,1.47932,1.91985,0.0194,0.99961,0.62287,0.51995,0.56257,0.37003,1.39733,1.57306,0.02264,0,0.0080695,0.0080695,0.0080695,0.00403475,0.016139
80,12007.8,1.47521,1.90934,0.01931,0.9996,0.61823,0.5242,0.56368,0.37048,1.39667,1.57127,0.02264,0,0.00804475,0.00804475,0.00804475,0.00402237,0.0160895
81,12157,1.47658,1.8944,0.01931,0.99968,0.62788,0.52099,0.56484,0.37144,1.39677,1.56784,0.02263,0,0.00802,0.00802,0.00802,0.00401,0.01604
82,12306.6,1.46472,1.89861,0.01921,0.99981,0.62828,0.51975,0.56491,0.37192,1.39618,1.56505,0.02262,0,0.00799525,0.00799525,0.00799525,0.00399763,0.0159905
83,12456.4,1.4769,1.884,0.0193,0.99976,0.62563,0.52364,0.5658,0.37262,1.39438,1.56391,0.02258,0,0.0079705,0.0079705,0.0079705,0.00398525,0.015941
84,12605.5,1.47181,1.88876,0.01915,0.99964,0.62785,0.52254,0.56666,0.37336,1.39352,1.56154,0.02256,0,0.00794575,0.00794575,0.00794575,0.00397287,0.0158915
85,12755.6,1.47726,1.87322,0.01917,0.99978,0.62746,0.52281,0.56712,0.37396,1.39164,1.56082,0.02252,0,0.007921,0.007921,0.007921,0.0039605,0.015842
86,12904.7,1.4698,1.88161,0.01917,0.99971,0.62719,0.5243,0.56763,0.37464,1.39014,1.55968,0.02249,0,0.00789625,0.00789625,0.00789625,0.00394813,0.0157925
87,13054.9,1.47003,1.87783,0.01923,0.99975,0.6318,0.52202,0.56832,0.37539,1.38889,1.55876,0.02246,0,0.0078715,0.0078715,0.0078715,0.00393575,0.015743
88,13205.1,1.45834,1.87435,0.01912,0.99976,0.63191,0.52304,0.56913,0.37604,1.38835,1.55631,0.02244,0,0.00784675,0.00784675,0.00784675,0.00392337,0.0156935
89,13355.2,1.46479,1.8706,0.01911,0.99975,0.63181,0.52476,0.56948,0.37663,1.38745,1.55415,0.02243,0,0.007822,0.007822,0.007822,0.003911,0.015644
90,13504.9,1.46474,1.8694,0.0191,0.99986,0.63726,0.52211,0.57131,0.37782,1.38689,1.55193,0.0224,0,0.00779725,0.00779725,0.00779725,0.00389863,0.0155945
91,13654.8,1.46413,1.8673,0.01914,0.99985,0.63208,0.52617,0.57228,0.37852,1.38571,1.55015,0.02236,0,0.0077725,0.0077725,0.0077725,0.00388625,0.015545
92,13804.4,1.46052,1.85689,0.01906,0.99974,0.63494,0.52589,0.57307,0.37931,1.38479,1.5487,0.02233,0,0.00774775,0.00774775,0.00774775,0.00387388,0.0154955
93,13953.8,1.45887,1.85464,0.01912,0.99984,0.63745,0.5256,0.57349,0.37958,1.38321,1.54817,0.02228,0,0.007723,0.007723,0.007723,0.0038615,0.015446
94,14103.2,1.47368,1.8646,0.01907,0.99976,0.6372,0.5259,0.57396,0.37989,1.3823,1.5474,0.02227,0,0.00769825,0.00769825,0.00769825,0.00384913,0.0153965
95,14252.9,1.4487,1.84651,0.01889,0.99988,0.63976,0.52447,0.57431,0.3804,1.38131,1.54538,0.02225,0,0.0076735,0.0076735,0.0076735,0.00383675,0.015347
96,14401.7,1.46352,1.84362,0.01904,0.99978,0.63917,0.52582,0.57548,0.38083,1.38032,1.54358,0.02222,0,0.00764875,0.00764875,0.00764875,0.00382438,0.0152975
97,14551.8,1.46419,1.85483,0.01895,0.99968,0.6375,0.52821,0.57616,0.38136,1.37952,1.5419,0.02221,0,0.007624,0.007624,0.007624,0.003812,0.015248
98,14701.4,1.45921,1.8462,0.01899,1.00004,0.63751,0.52884,0.57663,0.38166,1.37971,1.53923,0.02221,0,0.00759925,0.00759925,0.00759925,0.00379963,0.0151985
99,14850.6,1.4573,1.84495,0.01893,0.99964,0.63753,0.52942,0.57687,0.38192,1.37911,1.53794,0.02219,0,0.0075745,0.0075745,0.0075745,0.00378725,0.015149
100,15000.5,1.45468,1.83687,0.01896,1.00004,0.63811,0.52863,0.57722,0.3822,1.37823,1.53668,0.02217,0,0.00754975,0.00754975,0.00754975,0.00377488,0.0150995
101,15150.1,1.45334,1.83965,0.01872,0.99974,0.63856,0.52851,0.5775,0.38261,1.37841,1.53495,0.02216,0,0.007525,0.007525,0.007525,0.0037625,0.01505
102,15300.1,1.45132,1.83867,0.01886,0.99987,0.6412,0.52713,0.57799,0.383,1.3774,1.53389,0.02213,0,0.00750025,0.00750025,0.00750025,0.00375013,0.0150005
103,15449.5,1.45781,1.8308,0.01894,0.99975,0.63779,0.52972,0.57826,0.3834,1.37645,1.53297,0.02211,0,0.0074755,0.0074755,0.0074755,0.00373775,0.014951
104,15599.4,1.45222,1.83096,0.01883,0.99989,0.63953,0.52947,0.57888,0.38388,1.37599,1.53089,0.0221,0,0.00745075,0.00745075,0.00745075,0.00372537,0.0149015
105,15749.1,1.45447,1.8275,0.01878,0.99995,0.63953,0.52865,0.5792,0.38439,1.37532,1.52991,0.02208,0,0.007426,0.007426,0.007426,0.003713,0.014852
106,15898.9,1.44928,1.8285,0.01876,0.99979,0.63983,0.52983,0.57944,0.38489,1.3748,1.52838,0.02207,0,0.00740125,0.00740125,0.00740125,0.00370063,0.0148025
107,16048.3,1.44098,1.81379,0.01867,0.99989,0.63677,0.5307,0.58023,0.3857,1.37415,1.52751,0.02205,0,0.0073765,0.0073765,0.0073765,0.00368825,0.014753
108,16198,1.45438,1.81077,0.01882,0.99969,0.6364,0.53075,0.58072,0.38615,1.37318,1.52653,0.02203,0,0.00735175,0.00735175,0.00735175,0.00367587,0.0147035
109,16347.5,1.45811,1.82997,0.01889,0.99996,0.63746,0.53181,0.5813,0.38655,1.37374,1.52435,0.02205,0,0.007327,0.007327,0.007327,0.0036635,0.014654
110,16497.1,1.45329,1.81907,0.01874,0.99978,0.64341,0.53037,0.58216,0.38723,1.37345,1.52252,0.02205,0,0.00730225,0.00730225,0.00730225,0.00365113,0.0146045
111,16646,1.44406,1.80961,0.01868,0.99997,0.64394,0.53023,0.58276,0.38777,1.37285,1.52084,0.02204,0,0.0072775,0.0072775,0.0072775,0.00363875,0.014555
112,16796.4,1.44332,1.80754,0.01863,0.99991,0.64418,0.53299,0.58302,0.38822,1.37164,1.52072,0.02201,0,0.00725275,0.00725275,0.00725275,0.00362637,0.0145055
113,16945.9,1.44962,1.81632,0.01877,0.99986,0.64716,0.53227,0.58383,0.38874,1.37147,1.51839,0.022,0,0.007228,0.007228,0.007228,0.003614,0.014456
114,17094.8,1.43854,1.80612,0.01864,1,0.64462,0.53513,0.58456,0.38915,1.37034,1.51784,0.02197,0,0.00720325,0.00720325,0.00720325,0.00360163,0.0144065
115,17243.5,1.44257,1.78858,0.01871,0.99987,0.64507,0.5343,0.58502,0.38957,1.36987,1.51598,0.02196,0,0.0071785,0.0071785,0.0071785,0.00358925,0.014357
116,17393.3,1.44294,1.79667,0.01861,0.99989,0.64709,0.53627,0.58579,0.39006,1.36897,1.51478,0.02193,0,0.00715375,0.00715375,0.00715375,0.00357688,0.0143075
117,17542.6,1.44373,1.80346,0.01868,0.99973,0.64504,0.53793,0.5862,0.39057,1.36881,1.51244,0.02193,0,0.007129,0.007129,0.007129,0.0035645,0.014258
118,17691.7,1.43872,1.7978,0.01859,1.00009,0.64524,0.53864,0.58697,0.39124,1.36798,1.51092,0.02192,0,0.00710425,0.00710425,0.00710425,0.00355212,0.0142085
119,17840.9,1.43988,1.78811,0.01875,0.99981,0.64653,0.53755,0.58748,0.39174,1.36688,1.50958,0.0219,0,0.0070795,0.0070795,0.0070795,0.00353975,0.014159
120,17990.1,1.42289,1.77493,0.01859,0.99986,0.6454,0.53905,0.58789,0.39219,1.36627,1.50825,0.02188,0,0.00705475,0.00705475,0.00705475,0.00352737,0.0141095
121,18138.7,1.43993,1.793,0.01853,1.00002,0.6426,0.54322,0.58858,0.39266,1.36573,1.50651,0.02187,0,0.00703,0.00703,0.00703,0.003515,0.01406
122,18287.7,1.44115,1.78397,0.01858,0.99987,0.64185,0.54274,0.58889,0.39306,1.36544,1.50483,0.02186,0,0.00700525,0.00700525,0.00700525,0.00350263,0.0140105
123,18437.6,1.43734,1.78543,0.01843,1.00003,0.6445,0.54033,0.5902,0.39387,1.36442,1.50347,0.02183,0,0.0069805,0.0069805,0.0069805,0.00349025,0.013961
124,18586.5,1.4265,1.76824,0.01846,0.99971,0.64358,0.54312,0.59108,0.39462,1.36311,1.50273,0.02179,0,0.00695575,0.00695575,0.00695575,0.00347788,0.0139115
125,18736.2,1.43321,1.77059,0.01854,0.9999,0.64573,0.54312,0.59159,0.39517,1.36234,1.50199,0.02178,0,0.006931,0.006931,0.006931,0.0034655,0.013862
126,18885.3,1.43986,1.77779,0.01866,1.00006,0.64622,0.54372,0.59256,0.39588,1.36167,1.50032,0.02176,0,0.00690625,0.00690625,0.00690625,0.00345313,0.0138125
127,19035.1,1.43355,1.77701,0.01845,0.9998,0.64559,0.54567,0.59349,0.3962,1.36211,1.49734,0.02177,0,0.0068815,0.0068815,0.0068815,0.00344075,0.013763
128,19184.1,1.43321,1.78842,0.01834,0.99999,0.64379,0.54742,0.59393,0.39649,1.36165,1.49539,0.02175,0,0.00685675,0.00685675,0.00685675,0.00342838,0.0137135
129,19334,1.43266,1.76716,0.0185,0.99986,0.64779,0.54474,0.59434,0.39721,1.36134,1.4933,0.02174,0,0.006832,0.006832,0.006832,0.003416,0.013664
130,19484.1,1.42537,1.76009,0.01841,1.00006,0.64483,0.54633,0.59504,0.39765,1.36054,1.49201,0.02171,0,0.00680725,0.00680725,0.00680725,0.00340363,0.0136145
131,19632.8,1.42817,1.77006,0.0184,0.99983,0.64366,0.54779,0.59597,0.39828,1.35927,1.49135,0.02168,0,0.0067825,0.0067825,0.0067825,0.00339125,0.013565
132,19782.5,1.43006,1.76757,0.01848,1.00009,0.64717,0.54639,0.59643,0.39873,1.35868,1.48952,0.02166,0,0.00675775,0.00675775,0.00675775,0.00337887,0.0135155
133,19932.3,1.43006,1.77234,0.01838,0.99981,0.65158,0.54652,0.597,0.39931,1.35798,1.48815,0.02165,0,0.006733,0.006733,0.006733,0.0033665,0.013466
134,20082.3,1.42096,1.75228,0.01839,1.00008,0.65439,0.54545,0.59761,0.40005,1.35732,1.48697,0.02162,0,0.00670825,0.00670825,0.00670825,0.00335412,0.0134165
135,20232.2,1.42664,1.74931,0.0184,0.99983,0.65072,0.5469,0.5985,0.40088,1.35583,1.48669,0.02158,0,0.0066835,0.0066835,0.0066835,0.00334175,0.013367
136,20382.3,1.42243,1.74925,0.01828,0.99998,0.64965,0.54714,0.59902,0.40141,1.35488,1.48562,0.02156,0,0.00665875,0.00665875,0.00665875,0.00332937,0.0133175
137,20532,1.4289,1.75409,0.01835,0.99987,0.65267,0.54601,0.59938,0.40177,1.35409,1.48419,0.02156,0,0.006634,0.006634,0.006634,0.003317,0.013268
138,20681.6,1.42934,1.7505,0.01829,0.99993,0.65456,0.54606,0.59975,0.40228,1.35392,1.48239,0.02156,0,0.00660925,0.00660925,0.00660925,0.00330462,0.0132185
139,20830.7,1.42941,1.75023,0.01842,0.99998,0.6508,0.54906,0.60041,0.40279,1.35353,1.4804,0.02154,0,0.0065845,0.0065845,0.0065845,0.00329225,0.013169
140,20979.6,1.41909,1.74708,0.01831,1.00005,0.65509,0.54733,0.60148,0.40346,1.35367,1.47811,0.02154,0,0.00655975,0.00655975,0.00655975,0.00327988,0.0131195
141,21129.4,1.4219,1.75758,0.01851,0.99983,0.65696,0.54831,0.60188,0.40381,1.35294,1.47715,0.02152,0,0.006535,0.006535,0.006535,0.0032675,0.01307
142,21278.7,1.42016,1.73291,0.01832,1.00001,0.6629,0.54489,0.60228,0.40418,1.35248,1.47494,0.0215,0,0.00651025,0.00651025,0.00651025,0.00325512,0.0130205
143,21427.7,1.42012,1.74289,0.01816,0.99989,0.66224,0.54625,0.60287,0.40469,1.3518,1.47369,0.02148,0,0.0064855,0.0064855,0.0064855,0.00324275,0.012971
144,21576.8,1.42127,1.73459,0.01821,0.99995,0.66574,0.54447,0.6032,0.40497,1.35116,1.47194,0.02147,0,0.00646075,0.00646075,0.00646075,0.00323038,0.0129215
145,21726.3,1.42112,1.73062,0.01821,0.99992,0.66697,0.54378,0.60341,0.40552,1.35051,1.47064,0.02145,0,0.006436,0.006436,0.006436,0.003218,0.012872
146,21875.7,1.421,1.73376,0.01821,1.00003,0.6651,0.54504,0.60392,0.40584,1.34991,1.46961,0.02144,0,0.00641125,0.00641125,0.00641125,0.00320562,0.0128225
147,22025.1,1.41313,1.73712,0.01814,0.99981,0.66418,0.54775,0.60486,0.40666,1.34989,1.46705,0.02144,0,0.0063865,0.0063865,0.0063865,0.00319325,0.012773
148,22174.2,1.41383,1.72463,0.01812,1,0.66464,0.54853,0.60567,0.40725,1.3498,1.46479,0.02145,0,0.00636175,0.00636175,0.00636175,0.00318088,0.0127235
