epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/mixture_aux_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/mixture_aux_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4
17,2491.71,1.66495,2.5005,0.023,0.99716,0.38576,0.32806,0.30151,0.1706,1.68074,2.26535,0.02941,0,0.009604,0.009604,0.009604,0.004802,0.019208
18,2644.97,1.65556,2.46843,0.02299,0.99685,0.40057,0.34606,0.31918,0.18477,1.64339,2.19445,0.02853,0,0.00957925,0.00957925,0.00957925,0.00478963,0.0191585
19,2798.58,1.64095,2.43142,0.02248,0.99734,0.42479,0.35337,0.33256,0.19331,1.63006,2.15111,0.02834,0,0.0095545,0.0095545,0.0095545,0.00477725,0.019109
20,2951.07,1.6325,2.39834,0.02241,0.99709,0.41217,0.36556,0.33493,0.19452,1.61298,2.15482,0.02783,0,0.00952975,0.00952975,0.00952975,0.00476488,0.0190595
21,3104.21,1.63144,2.39202,0.02227,0.99727,0.43964,0.37184,0.34828,0.20044,1.62769,2.11666,0.02813,0,0.009505,0.009505,0.009505,0.0047525,0.01901
22,3256.48,1.62546,2.36648,0.02211,0.99725,0.44289,0.37251,0.36056,0.21209,1.59973,2.09719,0.02774,0,0.00948025,0.00948025,0.00948025,0.00474013,0.0189605
23,3409.08,1.61446,2.34904,0.02193,0.9975,0.45396,0.38439,0.37735,0.22114,1.59471,2.06387,0.0274,0,0.0094555,0.0094555,0.0094555,0.00472775,0.018911
24,3560.93,1.60269,2.33238,0.0218,0.99741,0.4686,0.38742,0.38554,0.22826,1.58222,2.02451,0.02705,0,0.00943075,0.00943075,0.00943075,0.00471537,0.0188615
25,3713.87,1.60065,2.29234,0.0219,0.9979,0.4611,0.39126,0.38852,0.23321,1.56825,2.0125,0.02691,0,0.009406,0.009406,0.009406,0.004703,0.018812
26,3868.26,1.60399,2.30066,0.02174,0.99761,0.48147,0.39803,0.40124,0.24426,1.56413,1.96514,0.02664,0,0.00938125,0.00938125,0.00938125,0.00469063,0.0187625
27,4021.75,1.59294,2.26615,0.02155,0.99776,0.49355,0.39929,0.40804,0.2454,1.55721,1.9704,0.02637,0,0.0093565,0.0093565,0.0093565,0.00467825,0.018713
28,4175.5,1.5941,2.26276,0.0216,0.99809,0.48632,0.40809,0.41409,0.25178,1.54446,1.93396,0.02611,0,0.00933175,0.00933175,0.00933175,0.00466587,0.0186635
29,4330.07,1.59296,2.24516,0.02149,0.99773,0.50901,0.42104,0.42939,0.26204,1.53669,1.9266,0.02595,0,0.009307,0.009307,0.009307,0.0046535,0.018614
30,4483.51,1.58086,2.2405,0.02136,0.99814,0.50349,0.42516,0.42918,0.26369,1.53553,1.89241,0.02589,0,0.00928225,0.00928225,0.00928225,0.00464113,0.0185645
31,4637.08,1.58287,2.22443,0.02121,0.9982,0.51216,0.42532,0.43857,0.26842,1.52011,1.89315,0.02554,0,0.0092575,0.0092575,0.0092575,0.00462875,0.018515
32,4791.42,1.57579,2.21144,0.02119,0.99829,0.50001,0.43778,0.44333,0.27196,1.52268,1.87037,0.02553,0,0.00923275,0.00923275,0.00923275,0.00461637,0.0184655
33,4944.51,1.56189,2.18456,0.02113,0.99823,0.53917,0.42555,0.44915,0.27862,1.51378,1.86727,0.02539,0,0.009208,0.009208,0.009208,0.004604,0.018416
34,5097.56,1.56798,2.19254,0.02107,0.99844,0.53365,0.43561,0.45476,0.2784,1.51553,1.84411,0.02539,0,0.00918325,0.00918325,0.00918325,0.00459163,0.0183665
35,5252.83,1.56206,2.17459,0.02098,0.99861,0.5381,0.44481,0.46604,0.29061,1.50088,1.80852,0.02509,0,0.0091585,0.0091585,0.0091585,0.00457925,0.018317
36,5404.93,1.54994,2.1615,0.02079,0.99841,0.53678,0.44375,0.46312,0.28731,1.49572,1.81181,0.02498,0,0.00913375,0.00913375,0.00913375,0.00456687,0.0182675
37,5557.84,1.55164,2.14924,0.02074,0.99856,0.53675,0.44972,0.47158,0.29714,1.4865,1.7826,0.02478,0,0.009109,0.009109,0.009109,0.0045545,0.018218
38,5710.76,1.54584,2.13672,0.02077,0.99869,0.54643,0.45921,0.47772,0.3012,1.48211,1.77794,0.02468,0,0.00908425,0.00908425,0.00908425,0.00454213,0.0181685
39,5859.51,1.54094,2.13454,0.02072,0.9987,0.54512,0.46095,0.48105,0.30529,1.47359,1.76008,0.0244,0,0.0090595,0.0090595,0.0090595,0.00452975,0.018119
40,6010.5,1.55097,2.12596,0.02071,0.99868,0.55873,0.45982,0.48882,0.30973,1.46584,1.74416,0.02421,0,0.00903475,0.00903475,0.00903475,0.00451737,0.0180695
41,6163.73,1.54357,2.11442,0.0206,0.99865,0.56769,0.45932,0.49316,0.31187,1.47006,1.73423,0.02433,0,0.00901,0.00901,0.00901,0.004505,0.01802
42,6317.17,1.55033,2.11622,0.02055,0.99873,0.55812,0.47765,0.49772,0.31458,1.46338,1.73153,0.02419,0,0.00898525,0.00898525,0.00898525,0.00449263,0.0179705
43,6471.2,1.53906,2.09968,0.02054,0.99899,0.55814,0.47066,0.5007,0.31891,1.45678,1.71553,0.02407,0,0.0089605,0.0089605,0.0089605,0.00448025,0.017921
44,6629.14,1.53561,2.08735,0.02045,0.99891,0.56976,0.47092,0.50464,0.32224,1.44629,1.70973,0.02381,0,0.00893575,0.00893575,0.00893575,0.00446788,0.0178715
45,6783.26,1.5285,2.08016,0.02031,0.99891,0.58069,0.47375,0.51174,0.3269,1.44276,1.69523,0.02372,0,0.008911,0.008911,0.008911,0.0044555,0.017822
46,6936.19,1.52371,2.07605,0.02042,0.99892,0.58048,0.48374,0.51514,0.3311,1.44064,1.68744,0.02361,0,0.00888625,0.00888625,0.00888625,0.00444313,0.0177725
47,7088.79,1.53287,2.05229,0.02029,0.99922,0.59021,0.48005,0.51839,0.3336,1.44033,1.67761,0.02358,0,0.0088615,0.0088615,0.0088615,0.00443075,0.017723
48,7242.89,1.52289,2.06075,0.02018,0.99893,0.57734,0.48436,0.51874,0.33374,1.43767,1.67206,0.02352,0,0.00883675,0.00883675,0.00883675,0.00441838,0.0176735
49,7407.24,1.52853,2.0421,0.02032,0.99909,0.59298,0.48399,0.52221,0.33639,1.43155,1.6608,0.02336,0,0.008812,0.008812,0.008812,0.004406,0.017624
50,7564.27,1.52872,2.03628,0.02026,0.99933,0.59808,0.48558,0.52619,0.33867,1.42995,1.65646,0.02335,0,0.00878725,0.00878725,0.00878725,0.00439362,0.0175745
51,7733.63,1.52654,2.03435,0.0202,0.99909,0.59741,0.48499,0.53193,0.342,1.42952,1.6478,0.02335,0,0.0087625,0.0087625,0.0087625,0.00438125,0.017525
52,7886.63,1.52501,2.02731,0.02013,0.9992,0.594,0.49261,0.53438,0.34409,1.42537,1.64183,0.02325,0,0.00873775,0.00873775,0.00873775,0.00436888,0.0174755
53,8038.99,1.5108,2.02458,0.01999,0.99923,0.59867,0.49177,0.5356,0.34587,1.41879,1.64143,0.02311,0,0.008713,0.008713,0.008713,0.0043565,0.017426
54,8224.2,1.51248,2.01527,0.01992,0.99928,0.59805,0.49278,0.53679,0.34729,1.41808,1.63805,0.02309,0,0.00868825,0.00868825,0.00868825,0.00434412,0.0173765
55,8377.46,1.51461,2.01024,0.02004,0.99925,0.60876,0.49137,0.53884,0.34903,1.41476,1.6325,0.02302,0,0.0086635,0.0086635,0.0086635,0.00433175,0.017327
56,8531.4,1.51148,1.99589,0.02006,0.99927,0.62013,0.48583,0.54071,0.35075,1.41431,1.62732,0.02303,0,0.00863875,0.00863875,0.00863875,0.00431938,0.0172775
57,8702.71,1.49609,1.99567,0.01971,0.9992,0.6054,0.49676,0.5429,0.35254,1.41044,1.62326,0.02295,0,0.008614,0.008614,0.008614,0.004307,0.017228
58,8857.33,1.49298,1.98537,0.0198,0.99938,0.60276,0.50166,0.54454,0.35442,1.40801,1.61564,0.0229,0,0.00858925,0.00858925,0.00858925,0.00429463,0.0171785
59,9012.34,1.50224,1.9906,0.01982,0.99944,0.6163,0.49621,0.54589,0.35612,1.40566,1.61244,0.02283,0,0.0085645,0.0085645,0.0085645,0.00428225,0.017129
60,9164.46,1.50663,1.97878,0.01978,0.99943,0.61036,0.50049,0.54721,0.35693,1.4033,1.6105,0.02279,0,0.00853975,0.00853975,0.00853975,0.00426988,0.0170795
61,9317.41,1.50317,1.98125,0.01978,0.9994,0.61466,0.50128,0.54897,0.3587,1.39973,1.60743,0.02271,0,0.008515,0.008515,0.008515,0.0042575,0.01703
62,9471.74,1.50168,1.96665,0.01968,0.99931,0.61464,0.5022,0.55044,0.36023,1.39785,1.6017,0.02267,0,0.00849025,0.00849025,0.00849025,0.00424513,0.0169805
63,9625.33,1.49709,1.96757,0.01968,0.99956,0.61939,0.50182,0.55206,0.36124,1.39649,1.59705,0.02262,0,0.0084655,0.0084655,0.0084655,0.00423275,0.016931
64,9779.19,1.5063,1.96234,0.01967,0.9995,0.62038,0.50645,0.55313,0.36203,1.39532,1.59343,0.02259,0,0.00844075,0.00844075,0.00844075,0.00422038,0.0168815
65,9933.38,1.49089,1.96013,0.01967,0.99961,0.61575,0.51013,0.55413,0.36314,1.39438,1.5894,0.02254,0,0.008416,0.008416,0.008416,0.004208,0.016832
66,10087.7,1.49516,1.94971,0.01963,0.99937,0.62249,0.50904,0.55548,0.36414,1.39266,1.58643,0.02249,0,0.00839125,0.00839125,0.00839125,0.00419563,0.0167825
67,10240.9,1.49284,1.94879,0.01968,0.99966,0.62129,0.51045,0.55542,0.36462,1.39178,1.58379,0.02248,0,0.0083665,0.0083665,0.0083665,0.00418325,0.016733
68,10392.4,1.48976,1.93885,0.01948,0.99934,0.62288,0.51045,0.55648,0.36581,1.38977,1.5815,0.02243,0,0.00834175,0.00834175,0.00834175,0.00417088,0.0166835
69,10545.1,1.48244,1.93222,0.01957,0.99968,0.62153,0.50988,0.55693,0.36631,1.38933,1.57818,0.02242,0,0.008317,0.008317,0.008317,0.0041585,0.016634
70,10697.8,1.48457,1.93564,0.01959,0.99958,0.61853,0.51213,0.5581,0.36698,1.38865,1.57555,0.02239,0,0.00829225,0.00829225,0.00829225,0.00414612,0.0165845
71,10852,1.48084,1.93614,0.01943,0.99947,0.61888,0.5125,0.55948,0.36793,1.38682,1.5745,0.02235,0,0.0082675,0.0082675,0.0082675,0.00413375,0.016535
72,11001.3,1.47567,1.92294,0.01939,0.99966,0.62495,0.51131,0.56006,0.36882,1.38625,1.57162,0.02233,0,0.00824275,0.00824275,0.00824275,0.00412138,0.0164855
73,11154.1,1.48418,1.92138,0.01941,0.99977,0.62948,0.50918,0.56065,0.36918,1.38414,1.57153,0.02228,0,0.008218,0.008218,0.008218,0.004109,0.016436
74,11307.9,1.47938,1.91539,0.01934,0.99947,0.6277,0.51019,0.56243,0.37085,1.38348,1.56778,0.02228,0,0.00819325,0.00819325,0.00819325,0.00409662,0.0163865
75,11462,1.4807,1.91738,0.01945,0.99971,0.629,0.51192,0.56296,0.37154,1.3826,1.56617,0.02227,0,0.0081685,0.0081685,0.0081685,0.00408425,0.016337
76,11616.3,1.48509,1.90964,0.01934,0.99954,0.62487,0.5155,0.56375,0.3722,1.38185,1.56311,0.02226,0,0.00814375,0.00814375,0.00814375,0.00407187,0.0162875
77,11770.6,1.4755,1.90398,0.01929,0.99967,0.62772,0.51321,0.56453,0.3729,1.38049,1.56218,0.02223,0,0.008119,0.008119,0.008119,0.0040595,0.016238
78,11925.9,1.46832,1.8987,0.01926,0.99969,0.62615,0.51427,0.56601,0.37394,1.37944,1.55949,0.02221,0,0.00809425,0.00809425,0.00809425,0.00404712,0.0161885
79,12080.2,1.47445,1.90627,0.01934,0.99965,0.62919,0.51338,0.56716,0.37522,1.37813,1.55789,0.02217,0,0.0080695,0.0080695,0.0080695,0.00403475,0.016139
80,12234.8,1.47059,1.89185,0.01922,0.99973,0.62198,0.5189,0.56835,0.376,1.37734,1.5555,0.02215,0,0.00804475,0.00804475,0.00804475,0.00402237,0.0160895
81,12387.2,1.47266,1.88976,0.01921,0.99966,0.62423,0.52048,0.56956,0.37681,1.37619,1.55442,0.02213,0,0.00802,0.00802,0.00802,0.00401,0.01604
82,12541.3,1.46009,1.88829,0.01921,0.9998,0.62691,0.51898,0.57042,0.37746,1.37497,1.55243,0.0221,0,0.00799525,0.00799525,0.00799525,0.00399763,0.0159905
83,12694,1.46925,1.8839,0.01917,0.99969,0.62272,0.52331,0.5713,0.37806,1.37413,1.5497,0.02209,0,0.0079705,0.0079705,0.0079705,0.00398525,0.015941
84,12845,1.46719,1.87564,0.01904,0.99972,0.6227,0.52528,0.57196,0.37874,1.37355,1.54695,0.02208,0,0.00794575,0.00794575,0.00794575,0.00397287,0.0158915
85,12999,1.47572,1.86917,0.01912,0.99983,0.62743,0.52395,0.57267,0.37943,1.37234,1.54522,0.02204,0,0.007921,0.007921,0.007921,0.0039605,0.015842
86,13152.4,1.47132,1.86486,0.01923,0.99967,0.62091,0.52827,0.5732,0.37976,1.37145,1.54296,0.02203,0,0.00789625,0.00789625,0.00789625,0.00394813,0.0157925
87,13305.4,1.46399,1.87166,0.01916,0.99965,0.63872,0.51786,0.57482,0.38077,1.37011,1.54091,0.022,0,0.0078715,0.0078715,0.0078715,0.00393575,0.015743
88,13459.5,1.45426,1.86227,0.0191,0.99987,0.63882,0.51855,0.57577,0.38143,1.36866,1.54025,0.02196,0,0.00784675,0.00784675,0.00784675,0.00392337,0.0156935
89,13611.3,1.46202,1.86156,0.01906,0.99962,0.63142,0.52449,0.57646,0.38206,1.36811,1.53829,0.02194,0,0.007822,0.007822,0.007822,0.003911,0.015644
90,13765,1.46853,1.85728,0.01922,0.99973,0.63613,0.5236,0.57709,0.38266,1.36799,1.53591,0.02195,0,0.00779725,0.00779725,0.00779725,0.00389863,0.0155945
91,13919.1,1.46358,1.85765,0.01914,0.99972,0.63226,0.5262,0.57771,0.38325,1.36756,1.53368,0.02194,0,0.0077725,0.0077725,0.0077725,0.00388625,0.015545
92,14071.5,1.45516,1.84922,0.01898,0.99989,0.63184,0.52552,0.5788,0.38407,1.36629,1.53212,0.02191,0,0.00774775,0.00774775,0.00774775,0.00387388,0.0154955
93,14225,1.45227,1.85061,0.01904,0.99986,0.62848,0.52946,0.57988,0.3853,1.36567,1.52943,0.02189,0,0.007723,0.007723,0.007723,0.0038615,0.015446
94,14378.7,1.47444,1.8498,0.01906,0.99978,0.62574,0.53181,0.58038,0.38588,1.36466,1.52745,0.02185,0,0.00769825,0.00769825,0.00769825,0.00384913,0.0153965
95,14531.3,1.44813,1.83531,0.01886,0.9999,0.62578,0.53441,0.58105,0.3866,1.36313,1.52625,0.02183,0,0.0076735,0.0076735,0.0076735,0.00383675,0.015347
96,14682.6,1.46059,1.83471,0.01896,0.99967,0.62584,0.533,0.5818,0.38688,1.36298,1.52363,0.02183,0,0.00764875,0.00764875,0.00764875,0.00382438,0.0152975
97,14834.6,1.46417,1.84864,0.01894,0.99978,0.62385,0.53642,0.58222,0.38745,1.36169,1.52232,0.0218,0,0.007624,0.007624,0.007624,0.003812,0.015248
98,14985.9,1.45861,1.83305,0.01897,0.9999,0.6227,0.53675,0.58309,0.3879,1.35989,1.5215,0.02176,0,0.00759925,0.00759925,0.00759925,0.00379963,0.0151985
99,15137.8,1.45467,1.83364,0.01889,0.99986,0.62994,0.53452,0.58392,0.3886,1.35911,1.51887,0.02175,0,0.0075745,0.0075745,0.0075745,0.00378725,0.015149
100,15289.5,1.45697,1.82306,0.01901,0.9997,0.63008,0.53406,0.58399,0.38894,1.35843,1.51717,0.02173,0,0.00754975,0.00754975,0.00754975,0.00377488,0.0150995
101,15440.9,1.45335,1.8201,0.01872,1.00001,0.63271,0.53311,0.5844,0.38955,1.35719,1.51557,0.0217,0,0.007525,0.007525,0.007525,0.0037625,0.01505
102,15592.1,1.45483,1.82413,0.01894,0.99979,0.63503,0.53503,0.58534,0.39032,1.35662,1.51387,0.02169,0,0.00750025,0.00750025,0.00750025,0.00375013,0.0150005
103,15747.2,1.45547,1.81494,0.01892,0.99993,0.6317,0.53799,0.58597,0.39073,1.35538,1.51274,0.02166,0,0.0074755,0.0074755,0.0074755,0.00373775,0.014951
104,15901.1,1.44811,1.81955,0.01875,0.99972,0.6299,0.53906,0.58664,0.3912,1.35424,1.51156,0.02164,0,0.00745075,0.00745075,0.00745075,0.00372537,0.0149015
105,16055.5,1.45467,1.81678,0.01881,0.99988,0.62808,0.54139,0.58713,0.3917,1.35303,1.51032,0.02161,0,0.007426,0.007426,0.007426,0.003713,0.014852
106,16209.4,1.44643,1.82343,0.01873,0.99966,0.6304,0.54005,0.58767,0.39222,1.35282,1.50823,0.02161,0,0.00740125,0.00740125,0.00740125,0.00370063,0.0148025
107,16364.2,1.4429,1.80365,0.0188,1.00012,0.63124,0.54073,0.58791,0.39223,1.35163,1.50833,0.02159,0,0.0073765,0.0073765,0.0073765,0.00368825,0.014753
108,16519.7,1.44804,1.80741,0.01878,0.99982,0.63039,0.53983,0.58826,0.39252,1.35105,1.50705,0.02158,0,0.00735175,0.00735175,0.00735175,0.00367587,0.0147035
109,16669.5,1.45385,1.82516,0.01883,0.9998,0.62956,0.54115,0.58898,0.39307,1.35052,1.50494,0.02157,0,0.007327,0.007327,0.007327,0.0036635,0.014654
110,16825.9,1.45355,1.80335,0.01872,0.99988,0.63268,0.54045,0.5895,0.39363,1.34854,1.50472,0.02153,0,0.00730225,0.00730225,0.00730225,0.00365113,0.0146045
111,16976.7,1.44277,1.79697,0.01871,0.99981,0.63721,0.53951,0.58997,0.39397,1.34836,1.50177,0.02153,0,0.0072775,0.0072775,0.0072775,0.00363875,0.014555
112,17126.9,1.44791,1.79789,0.0187,1.00012,0.6364,0.54092,0.59049,0.39448,1.34726,1.50044,0.02151,0,0.00725275,0.00725275,0.00725275,0.00362637,0.0145055
113,17276.8,1.44892,1.79694,0.01876,0.99982,0.63482,0.54288,0.59105,0.39483,1.34734,1.4982,0.02151,0,0.007228,0.007228,0.007228,0.003614,0.014456
114,17426.6,1.44213,1.79536,0.01869,0.99976,0.63527,0.54374,0.59176,0.39538,1.34656,1.49683,0.02149,0,0.00720325,0.00720325,0.00720325,0.00360163,0.0144065
115,17575.7,1.44008,1.78559,0.01869,0.99978,0.63553,0.54557,0.59319,0.39618,1.34621,1.49501,0.02148,0,0.0071785,0.0071785,0.0071785,0.00358925,0.014357
116,17725.7,1.43966,1.78315,0.01862,0.99991,0.63907,0.5448,0.59346,0.39658,1.34526,1.49478,0.02146,0,0.00715375,0.00715375,0.00715375,0.00357688,0.0143075
117,17875.6,1.44381,1.79148,0.01869,1.00006,0.64117,0.54525,0.59414,0.39712,1.34456,1.4934,0.02145,0,0.007129,0.007129,0.007129,0.0035645,0.014258
118,18026.6,1.43865,1.78395,0.01862,1,0.64907,0.53993,0.59476,0.39769,1.34378,1.49271,0.02144,0,0.00710425,0.00710425,0.00710425,0.00355212,0.0142085
119,18182.9,1.43626,1.78834,0.01868,0.99966,0.65016,0.53918,0.59507,0.39815,1.34237,1.4926,0.02141,0,0.0070795,0.0070795,0.0070795,0.00353975,0.014159
120,18333.9,1.42625,1.7666,0.01862,1.00003,0.65268,0.53877,0.59565,0.39871,1.34136,1.49186,0.02139,0,0.00705475,0.00705475,0.00705475,0.00352737,0.0141095
121,18483.4,1.44326,1.78338,0.01861,0.99988,0.65054,0.53823,0.59605,0.39929,1.34083,1.49076,0.02139,0,0.00703,0.00703,0.00703,0.003515,0.01406
122,18642,1.43877,1.77304,0.01857,0.99995,0.65123,0.53916,0.59658,0.40004,1.33968,1.4899,0.02136,0,0.00700525,0.00700525,0.00700525,0.00350263,0.0140105
123,18804.3,1.43604,1.77782,0.01837,0.99982,0.65147,0.53916,0.59684,0.40029,1.33866,1.48866,0.02134,0,0.0069805,0.0069805,0.0069805,0.00349025,0.013961
124,18960.3,1.42678,1.76239,0.01848,0.99989,0.65106,0.53919,0.59755,0.40087,1.33833,1.48755,0.02133,0,0.00695575,0.00695575,0.00695575,0.00347788,0.0139115
125,19112.8,1.43367,1.76753,0.01851,0.99989,0.65015,0.53959,0.59805,0.4014,1.33719,1.48725,0.0213,0,0.006931,0.006931,0.006931,0.0034655,0.013862
126,19262.4,1.43387,1.77645,0.01854,1.00006,0.65098,0.54092,0.59843,0.40171,1.33659,1.48612,0.02129,0,0.00690625,0.00690625,0.00690625,0.00345313,0.0138125
127,19414.8,1.4322,1.76979,0.01837,0.99989,0.65437,0.54163,0.59872,0.40201,1.33608,1.48432,0.02128,0,0.0068815,0.0068815,0.0068815,0.00344075,0.013763
128,19564.9,1.43702,1.77703,0.01838,0.99994,0.6547,0.54165,0.59903,0.40237,1.33574,1.48203,0.02127,0,0.00685675,0.00685675,0.00685675,0.00342838,0.0137135
129,19718.2,1.43083,1.76631,0.01837,0.99984,0.65562,0.54466,0.5996,0.40289,1.33482,1.48128,0.02126,0,0.006832,0.006832,0.006832,0.003416,0.013664
130,19870.9,1.42241,1.75121,0.01837,1,0.65213,0.54644,0.60034,0.40341,1.33514,1.47917,0.02127,0,0.00680725,0.00680725,0.00680725,0.00340363,0.0136145
131,20022,1.42913,1.757,0.01842,0.99983,0.65412,0.54554,0.60074,0.40345,1.33467,1.47802,0.02125,0,0.0067825,0.0067825,0.0067825,0.00339125,0.013565
132,20176.4,1.42751,1.75899,0.01845,0.99991,0.65923,0.54445,0.60149,0.40415,1.33437,1.47607,0.02126,0,0.00675775,0.00675775,0.00675775,0.00337887,0.0135155
133,20329.6,1.43095,1.76209,0.01837,0.99996,0.65743,0.54701,0.60206,0.40475,1.33375,1.47493,0.02124,0,0.006733,0.006733,0.006733,0.0033665,0.013466
134,20479.8,1.42153,1.74431,0.01839,0.99988,0.6577,0.54691,0.6029,0.4054,1.3325,1.47463,0.02121,0,0.00670825,0.00670825,0.00670825,0.00335412,0.0134165
135,20628.9,1.4237,1.74662,0.01841,0.99994,0.66089,0.54559,0.60417,0.40648,1.33293,1.47189,0.02122,0,0.0066835,0.0066835,0.0066835,0.00334175,0.013367
136,20779.7,1.41525,1.74768,0.01814,1.00014,0.66556,0.54538,0.60507,0.40705,1.33237,1.47033,0.02121,0,0.00665875,0.00665875,0.00665875,0.00332937,0.0133175
137,20928.5,1.42377,1.74662,0.01828,0.99973,0.66463,0.54733,0.60589,0.40769,1.33213,1.4688,0.0212,0,0.006634,0.006634,0.006634,0.003317,0.013268
138,21078.3,1.42445,1.74579,0.01828,1.00017,0.66802,0.54551,0.6066,0.40823,1.3319,1.46667,0.02118,0,0.00660925,0.00660925,0.00660925,0.00330462,0.0132185
139,21228.2,1.42443,1.74274,0.01836,0.9999,0.66795,0.5441,0.60695,0.40852,1.33176,1.46429,0.02118,0,0.0065845,0.0065845,0.0065845,0.00329225,0.013169
140,21378.1,1.41708,1.73557,0.01831,0.99991,0.66806,0.54469,0.60759,0.40874,1.33228,1.46166,0.02119,0,0.00655975,0.00655975,0.00655975,0.00327988,0.0131195
141,21529.4,1.4221,1.74828,0.01851,0.99985,0.6682,0.54459,0.60812,0.40913,1.33146,1.46094,0.02118,0,0.006535,0.006535,0.006535,0.0032675,0.01307
142,21679.8,1.41724,1.73059,0.01825,0.99986,0.67257,0.54401,0.609,0.40963,1.33112,1.45843,0.02117,0,0.00651025,0.00651025,0.00651025,0.00325512,0.0130205
143,21831.3,1.41917,1.73679,0.01819,1.00012,0.67019,0.54504,0.60982,0.41032,1.3306,1.45645,0.02116,0,0.0064855,0.0064855,0.0064855,0.00324275,0.012971
144,21982.4,1.41868,1.72584,0.01819,0.99993,0.66408,0.54991,0.61039,0.41105,1.33046,1.45414,0.02115,0,0.00646075,0.00646075,0.00646075,0.00323038,0.0129215
145,22131,1.41879,1.72113,0.01815,0.99987,0.66495,0.55133,0.61133,0.41149,1.33008,1.45203,0.02115,0,0.006436,0.006436,0.006436,0.003218,0.012872
146,22280.3,1.42256,1.72538,0.01822,1.00005,0.67642,0.54377,0.61234,0.41221,1.32885,1.45087,0.02113,0,0.00641125,0.00641125,0.00641125,0.00320562,0.0128225
147,22428.8,1.41357,1.73072,0.01817,0.99984,0.67087,0.54696,0.6129,0.41283,1.32828,1.44908,0.0211,0,0.0063865,0.0063865,0.0063865,0.00319325,0.012773
148,22578.6,1.41397,1.71611,0.01819,0.99987,0.66352,0.55511,0.61401,0.41361,1.32718,1.44797,0.02108,0,0.00636175,0.00636175,0.00636175,0.00318088,0.0127235
