epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/mixture_aux_loss,train/foundation,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/mixture_aux_loss,val/foundation,train/foundation_loss,train/foundation_cosine_loss,train/foundation_relational_loss,train/foundation_cosine_raw,train/foundation_relational_raw,train/foundation_task_ratio,train/foundation_loss_weight,train/foundation_effective_weight,train/foundation_foreground_enabled,train/foundation_foreground_mean_weight,train/foundation_p3_loss,train/foundation_p4_loss,train/foundation_p5_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4
11,2374.78,1.82831,2.97441,0.02607,0.99723,14.2521,0.23602,0.2036,0.14615,0.0737,1.85484,2.87216,0.03387,0,0,14.2521,0,14.2521,0,0.082313,0.150474,2.70949,2.70949,0,1,15.1841,15.0465,12.5257,0.0097525,0.0097525,0.0097525,0.00487625,0.019505
12,2581.51,1.79836,2.88669,0.02538,0.99506,13.8901,0.28512,0.21485,0.16348,0.08204,1.88011,2.80065,0.03449,0,0,13.8901,0,13.8901,0,0.0802301,0.150565,2.70949,2.70949,0,1,14.7928,14.6784,12.1992,0.00972775,0.00972775,0.00972775,0.00486388,0.0194555
13,2786.01,1.77119,2.83458,0.02498,0.99507,13.7307,0.27814,0.23412,0.17952,0.0945,1.81321,2.68581,0.03276,0,0,13.7307,0,13.7307,0,0.0793007,0.151641,2.70949,2.70949,0,1,14.6275,14.5029,12.0618,0.009703,0.009703,0.009703,0.0048515,0.019406
14,2991.15,1.76301,2.77693,0.02487,0.99498,13.5845,0.31459,0.24417,0.19748,0.10492,1.77417,2.61602,0.03181,0,0,13.5845,0,13.5845,0,0.0784531,0.15224,2.70949,2.70949,0,1,14.4648,14.3558,11.9329,0.00967825,0.00967825,0.00967825,0.00483913,0.0193565
15,3195.56,1.74112,2.73255,0.02432,0.99477,13.4255,0.30584,0.25771,0.2073,0.11049,1.76992,2.60956,0.03178,0,0,13.4255,0,13.4255,0,0.0775517,0.15259,2.70949,2.70949,0,1,14.3208,14.1902,11.7655,0.0096535,0.0096535,0.0096535,0.00482675,0.019307
16,3398.47,1.73939,2.69479,0.02417,0.99626,13.3872,0.31069,0.26904,0.22264,0.12088,1.74735,2.52502,0.03134,0,0,13.3872,0,13.3872,0,0.0773179,0.153992,2.70949,2.70949,0,1,14.2908,14.122,11.7488,0.00962875,0.00962875,0.00962875,0.00481438,0.0192575
17,3604.51,1.72139,2.65256,0.02402,0.99729,13.3022,0.34438,0.28492,0.24486,0.13335,1.74661,2.46254,0.0312,0,0,13.3022,0,13.3022,0,0.0768332,0.154829,2.70949,2.70949,0,1,14.1972,14.0093,11.7,0.009604,0.009604,0.009604,0.004802,0.019208
18,3810.79,1.70876,2.62534,0.02396,0.99725,13.2799,0.34344,0.28923,0.24641,0.13615,1.72001,2.42083,0.03048,0,0,13.2799,0,13.2799,0,0.0766991,0.156138,2.70949,2.70949,0,1,14.1798,13.9689,11.6911,0.00957925,0.00957925,0.00957925,0.00478963,0.0191585
19,4015.87,1.69734,2.58381,0.02354,0.99701,13.1517,0.36099,0.30585,0.26324,0.14795,1.70772,2.34595,0.03012,0,0,13.1517,0,13.1517,0,0.0759668,0.156633,2.70949,2.70949,0,1,14.0306,13.8455,11.5789,0.0095545,0.0095545,0.0095545,0.00477725,0.019109
20,4220.36,1.68334,2.54595,0.02334,0.9969,13.1765,0.36979,0.31671,0.27312,0.15204,1.68929,2.34016,0.02973,0,0,13.1765,0,13.1765,0,0.0761013,0.159041,2.70949,2.70949,0,1,14.0626,13.8403,11.6266,0.00952975,0.00952975,0.00952975,0.00476488,0.0190595
21,4425.78,1.68318,2.52849,0.02328,0.99658,13.1315,0.39158,0.32395,0.29079,0.16249,1.68302,2.28431,0.02957,0,0,13.1315,0,13.1315,0,0.0758379,0.159316,2.70949,2.70949,0,1,14.0226,13.8004,11.5715,0.009505,0.009505,0.009505,0.0047525,0.01901
22,4629.73,1.67497,2.4918,0.02312,0.99669,13.0794,0.3907,0.33399,0.30428,0.17359,1.66407,2.22601,0.02895,0,0,13.0794,0,13.0794,0,0.0755427,0.160663,2.70949,2.70949,0,1,13.9703,13.7665,11.5015,0.00948025,0.00948025,0.00948025,0.00474013,0.0189605
23,4834.04,1.65917,2.47116,0.02278,0.99709,12.9474,0.43496,0.33886,0.32429,0.1858,1.63636,2.20377,0.02829,0,0,12.9474,0,12.9474,0,0.0747826,0.160353,2.70949,2.70949,0,1,13.8345,13.6176,11.3902,0.0094555,0.0094555,0.0094555,0.00472775,0.018911
24,5036.81,1.66171,2.44606,0.02281,0.99841,12.8886,0.42139,0.34418,0.32894,0.18997,1.63492,2.17208,0.02835,0,0,12.8885,0,12.8885,0,0.074438,0.160642,2.70949,2.70949,0,1,13.7903,13.5713,11.304,0.00943075,0.00943075,0.00943075,0.00471537,0.0188615
25,5240.27,1.64326,2.41829,0.02264,0.99657,12.8554,0.40907,0.3609,0.33769,0.19529,1.62628,2.14255,0.02823,0,0,12.8554,0,12.8554,0,0.0742449,0.162068,2.70949,2.70949,0,1,13.7559,13.5259,11.2843,0.009406,0.009406,0.009406,0.004703,0.018812
26,5444.16,1.65244,2.41609,0.02258,0.99726,12.7552,0.4446,0.35383,0.34308,0.20221,1.61605,2.10079,0.02789,0,0,12.7551,0,12.7551,0,0.0736653,0.160707,2.70949,2.70949,0,1,13.6369,13.4249,11.2035,0.00938125,0.00938125,0.00938125,0.00469063,0.0187625
27,5649.62,1.63649,2.36865,0.02235,0.99762,12.6959,0.46683,0.36995,0.35909,0.20994,1.61364,2.07164,0.02783,0,0,12.6959,0,12.6959,0,0.073328,0.162332,2.70949,2.70949,0,1,13.5829,13.3705,11.1341,0.0093565,0.0093565,0.0093565,0.00467825,0.018713
28,5853.84,1.63449,2.36604,0.02234,0.99742,12.6662,0.45672,0.36965,0.36145,0.21241,1.57978,2.09066,0.02706,0,0,12.6662,0,12.6662,0,0.0731539,0.162401,2.70949,2.70949,0,1,13.5526,13.3126,11.1333,0.00933175,0.00933175,0.00933175,0.00466587,0.0186635
29,6056.07,1.63483,2.34794,0.02225,0.99766,12.6033,0.44849,0.3822,0.3685,0.21632,1.57964,2.0555,0.02694,0,0,12.6032,0,12.6032,0,0.0727865,0.162278,2.70949,2.70949,0,1,13.4986,13.2598,11.0513,0.009307,0.009307,0.009307,0.0046535,0.018614
30,6258.59,1.62214,2.34146,0.02215,0.99744,12.5914,0.46622,0.38256,0.37763,0.22457,1.57549,2.02005,0.027,0,0,12.5914,0,12.5914,0,0.0727265,0.163032,2.70949,2.70949,0,1,13.4839,13.2535,11.0368,0.00928225,0.00928225,0.00928225,0.00464113,0.0185645
31,6463.5,1.63154,2.30743,0.02211,0.99811,12.5188,0.48526,0.39614,0.39514,0.23662,1.56612,1.97854,0.02662,0,0,12.5188,0,12.5188,0,0.0723013,0.163025,2.70949,2.70949,0,1,13.4125,13.1659,10.9779,0.0092575,0.0092575,0.0092575,0.00462875,0.018515
32,6666.96,1.6139,2.30165,0.02196,0.99818,12.4636,0.48112,0.3977,0.39169,0.2368,1.56254,1.96546,0.02661,0,0,12.4636,0,12.4636,0,0.0719821,0.163396,2.70949,2.70949,0,1,13.3514,13.1278,10.9116,0.00923275,0.00923275,0.00923275,0.00461637,0.0184655
33,6886.92,1.6036,2.28021,0.02192,0.99823,12.4334,0.49178,0.39924,0.40712,0.24412,1.55531,1.94764,0.02639,0,0,12.4334,0,12.4334,0,0.0718119,0.164241,2.70949,2.70949,0,1,13.301,13.0851,10.9142,0.009208,0.009208,0.009208,0.004604,0.018416
34,7095.98,1.61073,2.27087,0.02183,0.99815,12.3717,0.49627,0.40772,0.41855,0.25327,1.54558,1.9267,0.02618,0,0,12.3716,0,12.3716,0,0.071455,0.163573,2.70949,2.70949,0,1,13.2537,13.0251,10.8361,0.00918325,0.00918325,0.00918325,0.00459163,0.0183665
35,7298.22,1.60505,2.25975,0.02175,0.9982,12.3988,0.49124,0.41994,0.42077,0.25597,1.54933,1.91847,0.02622,0,0,12.3988,0,12.3988,0,0.0716063,0.164694,2.70949,2.70949,0,1,13.2958,13.0483,10.8523,0.0091585,0.0091585,0.0091585,0.00457925,0.018317
36,7501.46,1.5932,2.25018,0.02163,0.99847,12.3472,0.49671,0.42284,0.42406,0.25714,1.54097,1.89445,0.026,0,0,12.3472,0,12.3472,0,0.0713077,0.165102,2.70949,2.70949,0,1,13.2172,12.9909,10.8335,0.00913375,0.00913375,0.00913375,0.00456687,0.0182675
37,7702.59,1.59405,2.22834,0.0215,0.99861,12.3123,0.52957,0.42114,0.43252,0.26307,1.53237,1.8875,0.0258,0,0,12.3122,0,12.3122,0,0.0711058,0.165462,2.70949,2.70949,0,1,13.169,12.9705,10.7973,0.009109,0.009109,0.009109,0.0045545,0.018218
38,7906.25,1.58013,2.22177,0.02141,0.99818,12.233,0.51559,0.41893,0.43335,0.26601,1.5301,1.88018,0.0258,0,0,12.2329,0,12.2329,0,0.0706478,0.165291,2.70949,2.70949,0,1,13.1138,12.8742,10.7109,0.00908425,0.00908425,0.00908425,0.00454213,0.0181685
39,8108.82,1.58451,2.20904,0.02157,0.99839,12.295,0.49678,0.43482,0.43728,0.26639,1.53532,1.87038,0.02594,0,0,12.295,0,12.295,0,0.0710127,0.166716,2.70949,2.70949,0,1,13.1596,12.9358,10.7898,0.0090595,0.0090595,0.0090595,0.00452975,0.018119
40,8310.16,1.58563,2.20136,0.02137,0.99879,12.2239,0.5274,0.4348,0.44711,0.27413,1.51569,1.84372,0.02534,0,0,12.2239,0,12.2239,0,0.0706112,0.16603,2.70949,2.70949,0,1,13.0817,12.8807,10.7094,0.00903475,0.00903475,0.00903475,0.00451737,0.0180695
41,8510.98,1.58083,2.1917,0.02133,0.99915,12.2158,0.52108,0.43884,0.45285,0.27912,1.51304,1.82551,0.0253,0,0,12.2158,0,12.2158,0,0.0705525,0.166421,2.70949,2.70949,0,1,13.0734,12.841,10.733,0.00901,0.00901,0.00901,0.004505,0.01802
42,8712.2,1.58648,2.19636,0.02116,0.99877,12.1609,0.52624,0.44329,0.4569,0.28261,1.50663,1.81944,0.02517,0,0,12.1609,0,12.1609,0,0.0702336,0.165526,2.70949,2.70949,0,1,13.0032,12.7986,10.6809,0.00898525,0.00898525,0.00898525,0.00449263,0.0179705
43,8914.98,1.57463,2.17876,0.02122,0.99946,12.2648,0.53583,0.4373,0.46075,0.28508,1.50606,1.81336,0.02516,0,0,12.2648,0,12.2648,0,0.0708318,0.16812,2.70949,2.70949,0,1,13.1123,12.8701,10.8121,0.0089605,0.0089605,0.0089605,0.00448025,0.017921
44,9119.47,1.5754,2.15814,0.02124,0.99909,12.2402,0.55023,0.43839,0.46479,0.28821,1.49733,1.79778,0.02499,0,0,12.2402,0,12.2402,0,0.0706885,0.16881,2.70949,2.70949,0,1,13.0893,12.8625,10.7688,0.00893575,0.00893575,0.00893575,0.00446788,0.0178715
45,9325.4,1.56666,2.15417,0.02102,0.99926,12.2184,0.55371,0.4492,0.47044,0.29204,1.4952,1.7878,0.02494,0,0,12.2184,0,12.2184,0,0.0705776,0.169043,2.70949,2.70949,0,1,13.0647,12.8434,10.7471,0.008911,0.008911,0.008911,0.0044555,0.017822
46,9529.54,1.56153,2.14936,0.02113,0.99869,12.16,0.54583,0.45225,0.475,0.29632,1.48681,1.77251,0.02472,0,0,12.16,0,12.16,0,0.0702261,0.16873,2.70949,2.70949,0,1,13.003,12.7828,10.6941,0.00888625,0.00888625,0.00888625,0.00444313,0.0177725
47,9731.77,1.56661,2.13122,0.02093,0.9991,12.0839,0.53565,0.45672,0.47764,0.29875,1.48222,1.76115,0.02457,0,0,12.0839,0,12.0839,0,0.0697923,0.168424,2.70949,2.70949,0,1,12.9267,12.7047,10.6203,0.0088615,0.0088615,0.0088615,0.00443075,0.017723
48,9934.87,1.56457,2.1288,0.02095,0.99896,12.026,0.56021,0.441,0.47725,0.29998,1.48179,1.75339,0.02457,0,0,12.026,0,12.026,0,0.0694525,0.167937,2.70949,2.70949,0,1,12.845,12.6558,10.5772,0.00883675,0.00883675,0.00883675,0.00441838,0.0176735
49,10138.1,1.55813,2.11437,0.02092,0.99867,12.0209,0.56047,0.44841,0.48199,0.30235,1.47952,1.74718,0.02453,0,0,12.0209,0,12.0209,0,0.0694309,0.168824,2.70949,2.70949,0,1,12.82,12.6649,10.5778,0.008812,0.008812,0.008812,0.004406,0.017624
50,10341.7,1.56003,2.10596,0.0208,0.9993,12.0963,0.56063,0.45741,0.48552,0.30646,1.4751,1.73885,0.02444,0,0,12.0963,0,12.0963,0,0.0698707,0.170304,2.70949,2.70949,0,1,12.9301,12.7589,10.6,0.00878725,0.00878725,0.00878725,0.00439362,0.0175745
51,10544.6,1.55693,2.11081,0.02078,0.99894,11.9773,0.57387,0.45362,0.4892,0.30883,1.47083,1.73822,0.02436,0,0,11.9773,0,11.9773,0,0.0691743,0.16851,2.70949,2.70949,0,1,12.777,12.6098,10.5451,0.0087625,0.0087625,0.0087625,0.00438125,0.017525
52,10748.6,1.55656,2.09426,0.02076,0.99901,11.9569,0.58455,0.45412,0.49275,0.31096,1.46995,1.72683,0.02432,0,0,11.9569,0,11.9569,0,0.0691033,0.169118,2.70949,2.70949,0,1,12.734,12.6144,10.5223,0.00873775,0.00873775,0.00873775,0.00436888,0.0174755
53,10953.2,1.54729,2.08603,0.02068,0.99932,11.9073,0.58882,0.45841,0.49496,0.31268,1.46519,1.72217,0.02422,0,0,11.9073,0,11.9073,0,0.0687683,0.168888,2.70949,2.70949,0,1,12.6858,12.5373,10.4988,0.008713,0.008713,0.008713,0.0043565,0.017426
54,11156.2,1.54892,2.07819,0.02058,0.99897,11.8916,0.59102,0.45633,0.49751,0.31523,1.46266,1.71543,0.02416,0,0,11.8915,0,11.8915,0,0.0686809,0.169286,2.70949,2.70949,0,1,12.6571,12.5558,10.4617,0.00868825,0.00868825,0.00868825,0.00434412,0.0173765
55,11359.9,1.54527,2.08055,0.02065,0.99924,11.86,0.59632,0.45808,0.5013,0.31762,1.46074,1.70865,0.0241,0,0,11.86,0,11.86,0,0.0684948,0.168606,2.70949,2.70949,0,1,12.6232,12.5137,10.4433,0.0086635,0.0086635,0.0086635,0.00433175,0.017327
56,11563.4,1.54357,2.05903,0.02065,0.99901,11.8422,0.59983,0.45771,0.50314,0.31931,1.45941,1.6971,0.02407,0,0,11.8422,0,11.8422,0,0.0683953,0.169549,2.70949,2.70949,0,1,12.5971,12.4913,10.438,0.00863875,0.00863875,0.00863875,0.00431938,0.0172775
57,11766.2,1.53122,2.05197,0.02035,0.99928,11.804,0.59329,0.46322,0.50625,0.32159,1.45815,1.6907,0.02404,0,0,11.804,0,11.804,0,0.0681701,0.169761,2.70949,2.70949,0,1,12.5693,12.4689,10.3737,0.008614,0.008614,0.008614,0.004307,0.017228
58,11970.2,1.52661,2.04556,0.02045,0.99944,11.8783,0.5835,0.47338,0.50917,0.32391,1.45577,1.68318,0.02397,0,0,11.8783,0,11.8783,0,0.0686059,0.171356,2.70949,2.70949,0,1,12.6417,12.5214,10.4719,0.00858925,0.00858925,0.00858925,0.00429463,0.0171785
59,12173.3,1.53631,2.05349,0.02043,0.99933,11.8065,0.58666,0.47125,0.51059,0.3253,1.45262,1.67877,0.02389,0,0,11.8065,0,11.8065,0,0.0681827,0.169535,2.70949,2.70949,0,1,12.558,12.466,10.3955,0.0085645,0.0085645,0.0085645,0.00428225,0.017129
60,12376.7,1.5363,2.03737,0.02031,0.99951,11.7531,0.59905,0.4708,0.51394,0.3285,1.44974,1.67388,0.02383,0,0,11.7531,0,11.7531,0,0.0678831,0.169701,2.70949,2.70949,0,1,12.5001,12.4049,10.3543,0.00853975,0.00853975,0.00853975,0.00426988,0.0170795
61,12581.6,1.53689,2.0365,0.0204,0.99926,11.7482,0.59189,0.47519,0.51573,0.32992,1.44809,1.67089,0.02382,0,0,11.7482,0,11.7482,0,0.0678581,0.169853,2.70949,2.70949,0,1,12.5095,12.4172,10.3178,0.008515,0.008515,0.008515,0.0042575,0.01703
62,12785.4,1.53233,2.02739,0.02028,0.99943,11.7172,0.59428,0.47253,0.51687,0.33135,1.44585,1.66658,0.02376,0,0,11.7172,0,11.7172,0,0.0676746,0.169992,2.70949,2.70949,0,1,12.4761,12.373,10.3024,0.00849025,0.00849025,0.00849025,0.00424513,0.0169805
63,12988.9,1.53124,2.02979,0.02024,0.99947,11.7414,0.58863,0.47764,0.51891,0.33295,1.44286,1.66351,0.0237,0,0,11.7414,0,11.7414,0,0.0678127,0.170137,2.70949,2.70949,0,1,12.4815,12.3965,10.3462,0.0084655,0.0084655,0.0084655,0.00423275,0.016931
64,13191.3,1.53608,2.02025,0.02022,0.99945,11.7138,0.5817,0.48331,0.52032,0.33398,1.43984,1.65994,0.02364,0,0,11.7138,0,11.7138,0,0.0676576,0.170127,2.70949,2.70949,0,1,12.4612,12.3732,10.3072,0.00844075,0.00844075,0.00844075,0.00422038,0.0168815
65,13394.4,1.51972,2.00839,0.02022,0.99939,11.6947,0.58527,0.48274,0.52172,0.33464,1.43856,1.6558,0.0236,0,0,11.6947,0,11.6947,0,0.0675384,0.170842,2.70949,2.70949,0,1,12.4576,12.3501,10.2763,0.008416,0.008416,0.008416,0.004208,0.016832
66,13597,1.52444,2.01234,0.02017,0.99961,11.6744,0.59409,0.48068,0.52343,0.3361,1.43663,1.65315,0.02356,0,0,11.6744,0,11.6744,0,0.0674224,0.170098,2.70949,2.70949,0,1,12.4106,12.3262,10.2864,0.00839125,0.00839125,0.00839125,0.00419563,0.0167825
67,13799.6,1.52185,1.99891,0.02018,0.99957,11.6538,0.59212,0.48454,0.5244,0.33699,1.43423,1.6504,0.02352,0,0,11.6538,0,11.6538,0,0.067315,0.170604,2.70949,2.70949,0,1,12.3942,12.3075,10.2596,0.0083665,0.0083665,0.0083665,0.00418325,0.016733
68,14003,1.51974,1.98309,0.02,0.99939,11.6265,0.59024,0.48885,0.52578,0.33784,1.43248,1.64765,0.02348,0,0,11.6265,0,11.6265,0,0.0671511,0.171178,2.70949,2.70949,0,1,12.3463,12.2903,10.2427,0.00834175,0.00834175,0.00834175,0.00417088,0.0166835
69,14206.4,1.51271,1.98007,0.02009,0.99956,11.6344,0.5975,0.48615,0.5277,0.33872,1.43098,1.64432,0.02346,0,0,11.6344,0,11.6344,0,0.0671974,0.171801,2.70949,2.70949,0,1,12.3732,12.2783,10.2517,0.008317,0.008317,0.008317,0.0041585,0.016634
70,14409.8,1.51223,1.98601,0.02009,0.99947,11.6212,0.59909,0.48776,0.52921,0.33993,1.42978,1.6396,0.02343,0,0,11.6212,0,11.6212,0,0.0671182,0.171124,2.70949,2.70949,0,1,12.3638,12.2781,10.2217,0.00829225,0.00829225,0.00829225,0.00414612,0.0165845
71,14611,1.51645,1.97436,0.02003,0.99942,11.6125,0.60537,0.48684,0.53035,0.34077,1.42796,1.63621,0.0234,0,0,11.6124,0,11.6124,0,0.0670683,0.171449,2.70949,2.70949,0,1,12.3336,12.2545,10.2492,0.0082675,0.0082675,0.0082675,0.00413375,0.016535
72,14812.7,1.50688,1.96578,0.01994,0.99974,11.6026,0.60456,0.48838,0.53137,0.34138,1.42718,1.63347,0.02337,0,0,11.6026,0,11.6026,0,0.0670108,0.171987,2.70949,2.70949,0,1,12.3383,12.2656,10.2038,0.00824275,0.00824275,0.00824275,0.00412138,0.0164855
73,15015.2,1.51695,1.96949,0.02,0.99953,11.5648,0.61082,0.48701,0.53256,0.34234,1.42664,1.62891,0.02335,0,0,11.5649,0,11.5649,0,0.0667952,0.171068,2.70949,2.70949,0,1,12.2948,12.2097,10.1901,0.008218,0.008218,0.008218,0.004109,0.016436
74,15217.9,1.50975,1.96116,0.01992,0.99975,11.5693,0.60934,0.48874,0.53348,0.34319,1.42566,1.62589,0.02335,0,0,11.5693,0,11.5693,0,0.066811,0.171694,2.70949,2.70949,0,1,12.2982,12.2175,10.1923,0.00819325,0.00819325,0.00819325,0.00409662,0.0163865
75,15420.6,1.51285,1.95718,0.02004,0.99994,11.5866,0.60984,0.49099,0.5346,0.34402,1.42397,1.62309,0.0233,0,0,11.5866,0,11.5866,0,0.0669243,0.172083,2.70949,2.70949,0,1,12.3103,12.2488,10.2006,0.0081685,0.0081685,0.0081685,0.00408425,0.016337
76,15622.7,1.51297,1.95494,0.01981,0.9995,11.4985,0.60991,0.48941,0.53575,0.34477,1.4218,1.62251,0.02324,0,0,11.4984,0,11.4984,0,0.0664065,0.171266,2.70949,2.70949,0,1,12.2035,12.1708,10.1211,0.00814375,0.00814375,0.00814375,0.00407187,0.0162875
77,15824.9,1.50733,1.94503,0.01982,0.99955,11.494,0.60668,0.49155,0.53687,0.34577,1.42001,1.62092,0.02319,0,0,11.494,0,11.494,0,0.0663834,0.1717,2.70949,2.70949,0,1,12.2158,12.1651,10.1012,0.008119,0.008119,0.008119,0.0040595,0.016238
78,16026.2,1.50105,1.93402,0.01981,0.99956,11.5142,0.60958,0.49227,0.53806,0.34669,1.41845,1.6198,0.02315,0,0,11.5142,0,11.5142,0,0.0665027,0.173024,2.70949,2.70949,0,1,12.2301,12.186,10.1266,0.00809425,0.00809425,0.00809425,0.00404712,0.0161885
79,16227.7,1.50278,1.95105,0.01984,0.99961,11.4989,0.61223,0.49033,0.53888,0.34753,1.41871,1.61506,0.02315,0,0,11.4989,0,11.4989,0,0.0664087,0.171528,2.70949,2.70949,0,1,12.222,12.1613,10.1135,0.0080695,0.0080695,0.0080695,0.00403475,0.016139
80,16430.3,1.49818,1.93503,0.01979,0.99961,11.4787,0.60993,0.49503,0.53904,0.34795,1.4182,1.6124,0.02313,0,0,11.4787,0,11.4787,0,0.0662933,0.172305,2.70949,2.70949,0,1,12.1878,12.1516,10.0966,0.00804475,0.00804475,0.00804475,0.00402237,0.0160895
81,16633.5,1.50327,1.92021,0.01977,0.99981,11.4717,0.60983,0.49399,0.54018,0.34905,1.41708,1.60937,0.02309,0,0,11.4717,0,11.4717,0,0.0662542,0.172965,2.70949,2.70949,0,1,12.1646,12.1414,10.1089,0.00802,0.00802,0.00802,0.00401,0.01604
82,16837.6,1.48971,1.92344,0.01976,0.99966,11.5008,0.61018,0.49513,0.54114,0.34974,1.41503,1.60793,0.02305,0,0,11.5008,0,11.5008,0,0.0664253,0.173054,2.70949,2.70949,0,1,12.2121,12.1606,10.1297,0.00799525,0.00799525,0.00799525,0.00399763,0.0159905
83,17041.4,1.50188,1.92494,0.0198,0.99984,11.4671,0.61271,0.4948,0.54203,0.35057,1.41351,1.60614,0.02301,0,0,11.4671,0,11.4671,0,0.0662283,0.172297,2.70949,2.70949,0,1,12.1757,12.1314,10.0941,0.0079705,0.0079705,0.0079705,0.00398525,0.015941
84,17244.7,1.49462,1.91958,0.01954,0.99972,11.4552,0.61694,0.49449,0.54304,0.35113,1.41151,1.60452,0.02296,0,0,11.4552,0,11.4552,0,0.0661583,0.172905,2.70949,2.70949,0,1,12.1666,12.1041,10.0948,0.00794575,0.00794575,0.00794575,0.00397287,0.0158915
85,17449.2,1.5058,1.90433,0.01965,0.99978,11.3707,0.62249,0.4931,0.5439,0.35188,1.41121,1.60139,0.02296,0,0,11.3707,0,11.3707,0,0.0656688,0.171699,2.70949,2.70949,0,1,12.0722,12.03,10.0099,0.007921,0.007921,0.007921,0.0039605,0.015842
86,17653.3,1.49711,1.90471,0.01966,0.99969,11.4248,0.62314,0.4933,0.54462,0.35279,1.40934,1.60041,0.02291,0,0,11.4248,0,11.4248,0,0.0659854,0.173065,2.70949,2.70949,0,1,12.134,12.0893,10.0511,0.00789625,0.00789625,0.00789625,0.00394813,0.0157925
87,17857.2,1.49543,1.90176,0.0197,0.99982,11.4651,0.62174,0.4964,0.54532,0.35345,1.4085,1.59748,0.02289,0,0,11.4651,0,11.4651,0,0.0662146,0.173812,2.70949,2.70949,0,1,12.1695,12.1242,10.1017,0.0078715,0.0078715,0.0078715,0.00393575,0.015743
