epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/mixture_aux_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/mixture_aux_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4
141,23148.6,1.42118,1.74394,0.01847,0.99982,0.66009,0.55282,0.60768,0.40978,1.33646,1.44744,0.0213,0,0.006535,0.006535,0.006535,0.0032675,0.01307
142,23314.4,1.4141,1.72081,0.01822,0.9999,0.66227,0.55434,0.6083,0.41025,1.33606,1.44577,0.0213,0,0.00651025,0.00651025,0.00651025,0.00325512,0.0130205
143,23481.3,1.41867,1.72876,0.01812,0.99998,0.66547,0.55224,0.60911,0.41089,1.33546,1.44454,0.02129,0,0.0064855,0.0064855,0.0064855,0.00324275,0.012971
144,23646.9,1.41656,1.72645,0.01805,0.99997,0.6664,0.55237,0.60972,0.41153,1.33422,1.44431,0.02128,0,0.00646075,0.00646075,0.00646075,0.00323038,0.0129215
145,23817,1.41922,1.72044,0.01814,0.99992,0.67533,0.54998,0.61027,0.41211,1.33393,1.44258,0.02127,0,0.006436,0.006436,0.006436,0.003218,0.012872
146,23980,1.41932,1.7196,0.01814,0.99987,0.679,0.54859,0.61118,0.41277,1.33293,1.44192,0.02124,0,0.00641125,0.00641125,0.00641125,0.00320562,0.0128225
147,24143.7,1.41144,1.72407,0.01813,0.99997,0.68008,0.54791,0.61202,0.41344,1.33236,1.4399,0.02123,0,0.0063865,0.0063865,0.0063865,0.00319325,0.012773
148,24320.3,1.41397,1.71557,0.01811,0.99988,0.6745,0.551,0.6124,0.41346,1.33168,1.43931,0.02123,0,0.00636175,0.00636175,0.00636175,0.00318088,0.0127235
149,24485.5,1.41142,1.71459,0.01821,1.00003,0.68095,0.54848,0.61313,0.41399,1.3301,1.43815,0.02119,0,0.006337,0.006337,0.006337,0.0031685,0.012674
150,24651.2,1.41407,1.72432,0.01807,0.99987,0.68547,0.54643,0.61384,0.41473,1.32959,1.43669,0.02119,0,0.00631225,0.00631225,0.00631225,0.00315612,0.0126245
151,24820.6,1.40256,1.71737,0.0182,1.00007,0.68223,0.54934,0.61425,0.41516,1.32945,1.43476,0.02119,0,0.0062875,0.0062875,0.0062875,0.00314375,0.012575
152,24992.8,1.4144,1.70872,0.01801,1.00007,0.68484,0.548,0.61476,0.41547,1.3293,1.43294,0.02118,0,0.00626275,0.00626275,0.00626275,0.00313138,0.0125255
153,25160.3,1.40926,1.70955,0.018,0.99974,0.68007,0.55109,0.61558,0.41605,1.3298,1.42999,0.02121,0,0.006238,0.006238,0.006238,0.003119,0.012476
154,25324,1.40203,1.70619,0.01812,1.00002,0.67382,0.55482,0.61634,0.41685,1.32981,1.42728,0.0212,0,0.00621325,0.00621325,0.00621325,0.00310662,0.0124265
155,25495.2,1.41675,1.71268,0.01809,0.9999,0.67609,0.55395,0.61688,0.41727,1.32952,1.42516,0.02119,0,0.0061885,0.0061885,0.0061885,0.00309425,0.012377
156,25660.1,1.40416,1.69737,0.01801,0.99998,0.67501,0.55671,0.61753,0.41798,1.32957,1.42262,0.02119,0,0.00616375,0.00616375,0.00616375,0.00308187,0.0123275
157,25824.4,1.40297,1.71497,0.01806,0.99993,0.67652,0.55547,0.61835,0.41874,1.32834,1.42168,0.02117,0,0.006139,0.006139,0.006139,0.0030695,0.012278
158,26001.1,1.40534,1.69607,0.01809,1.00001,0.67682,0.55776,0.61848,0.41919,1.32805,1.42018,0.02117,0,0.00611425,0.00611425,0.00611425,0.00305712,0.0122285
159,26168.8,1.41096,1.70549,0.01807,0.99996,0.67536,0.55895,0.61906,0.4196,1.32749,1.41877,0.02116,0,0.0060895,0.0060895,0.0060895,0.00304475,0.012179
160,26337.3,1.4109,1.69568,0.01799,0.9999,0.67518,0.55876,0.61914,0.41982,1.32633,1.41851,0.02114,0,0.00606475,0.00606475,0.00606475,0.00303237,0.0121295
161,26514.1,1.40212,1.69179,0.01793,1.00005,0.67517,0.55981,0.61957,0.4204,1.32538,1.41697,0.02112,0,0.00604,0.00604,0.00604,0.00302,0.01208
162,26684.2,1.40608,1.69618,0.01794,1.00004,0.67467,0.5613,0.62024,0.4212,1.32547,1.41418,0.02113,0,0.00601525,0.00601525,0.00601525,0.00300762,0.0120305
163,26854.6,1.3995,1.70053,0.01795,0.99983,0.67584,0.562,0.62107,0.42192,1.32507,1.41232,0.02112,0,0.0059905,0.0059905,0.0059905,0.00299525,0.011981
164,27029.3,1.39559,1.69261,0.01792,1.00006,0.67866,0.56167,0.62141,0.42242,1.32476,1.41055,0.02112,0,0.00596575,0.00596575,0.00596575,0.00298288,0.0119315
165,27199.8,1.39908,1.69325,0.01785,0.99987,0.68192,0.56287,0.62234,0.42285,1.32336,1.40995,0.02108,0,0.005941,0.005941,0.005941,0.0029705,0.011882
166,27369.5,1.39797,1.68609,0.01796,1.00006,0.68509,0.56208,0.62318,0.42355,1.32189,1.41015,0.02105,0,0.00591625,0.00591625,0.00591625,0.00295813,0.0118325
167,27536.2,1.40113,1.68494,0.01787,1.00005,0.68545,0.56206,0.62371,0.42403,1.32056,1.40915,0.02101,0,0.0058915,0.0058915,0.0058915,0.00294575,0.011783
168,27709.8,1.40089,1.69306,0.01792,0.99981,0.68942,0.56013,0.62431,0.42452,1.31963,1.40805,0.02098,0,0.00586675,0.00586675,0.00586675,0.00293338,0.0117335
169,27878.9,1.40138,1.67995,0.018,1.0001,0.68366,0.56545,0.62503,0.42489,1.31927,1.4062,0.02097,0,0.005842,0.005842,0.005842,0.002921,0.011684
170,28045.9,1.39958,1.68291,0.01783,0.99997,0.68842,0.5647,0.62564,0.42562,1.31956,1.40393,0.02098,0,0.00581725,0.00581725,0.00581725,0.00290863,0.0116345
171,28220.9,1.40546,1.67603,0.01785,0.99988,0.69016,0.56443,0.626,0.42608,1.31896,1.40262,0.02096,0,0.0057925,0.0057925,0.0057925,0.00289625,0.011585
172,28388.4,1.40057,1.67752,0.01776,1.0001,0.69545,0.56176,0.62619,0.42606,1.31868,1.40165,0.02095,0,0.00576775,0.00576775,0.00576775,0.00288388,0.0115355
173,28559.2,1.39754,1.67395,0.01785,0.99995,0.69008,0.56619,0.62651,0.42627,1.31761,1.40163,0.02092,0,0.005743,0.005743,0.005743,0.0028715,0.011486
174,28736.8,1.39953,1.68984,0.01785,0.99992,0.68962,0.56628,0.62674,0.42662,1.31771,1.40002,0.02093,0,0.00571825,0.00571825,0.00571825,0.00285913,0.0114365
175,28903.7,1.39085,1.67289,0.01773,1.00006,0.68656,0.5664,0.62702,0.42712,1.31727,1.39811,0.02092,0,0.0056935,0.0056935,0.0056935,0.00284675,0.011387
176,29071.3,1.39668,1.67595,0.01773,0.99996,0.6887,0.56655,0.62754,0.42768,1.31693,1.39641,0.02091,0,0.00566875,0.00566875,0.00566875,0.00283438,0.0113375
177,29239.4,1.40033,1.66623,0.01781,0.99989,0.69106,0.56579,0.62808,0.42807,1.31665,1.39545,0.02091,0,0.005644,0.005644,0.005644,0.002822,0.011288
178,29414.2,1.40063,1.66028,0.01774,1.00008,0.6912,0.56725,0.62891,0.42862,1.31633,1.39306,0.02091,0,0.00561925,0.00561925,0.00561925,0.00280963,0.0112385
179,29586.8,1.39149,1.65535,0.01771,0.99997,0.69551,0.56629,0.62942,0.42911,1.31534,1.39265,0.02088,0,0.0055945,0.0055945,0.0055945,0.00279725,0.011189
180,29753.7,1.39255,1.66424,0.01785,0.99991,0.69741,0.56574,0.63016,0.42957,1.31458,1.3916,0.02088,0,0.00556975,0.00556975,0.00556975,0.00278488,0.0111395
181,29930.9,1.3905,1.66658,0.01773,1,0.69442,0.56608,0.63106,0.43022,1.31377,1.39065,0.02086,0,0.005545,0.005545,0.005545,0.0027725,0.01109
182,30101,1.3997,1.66391,0.01782,0.99993,0.69294,0.56775,0.63154,0.43079,1.31356,1.38903,0.02085,0,0.00552025,0.00552025,0.00552025,0.00276012,0.0110405
183,30270.7,1.38812,1.6612,0.01774,0.99999,0.69141,0.56673,0.63195,0.43113,1.31314,1.38793,0.02085,0,0.0054955,0.0054955,0.0054955,0.00274775,0.010991
184,30440.3,1.39325,1.66313,0.01769,1.00006,0.69549,0.56716,0.63264,0.43175,1.31213,1.38764,0.02082,0,0.00547075,0.00547075,0.00547075,0.00273537,0.0109415
185,30608.1,1.38211,1.65461,0.01764,0.99999,0.69654,0.56642,0.63314,0.43221,1.3107,1.38775,0.02079,0,0.005446,0.005446,0.005446,0.002723,0.010892
186,30774.8,1.38684,1.65485,0.01756,1.00008,0.69722,0.56708,0.63345,0.43251,1.30975,1.3871,0.02077,0,0.00542125,0.00542125,0.00542125,0.00271062,0.0108425
187,30942.3,1.3912,1.6529,0.01767,0.99985,0.69808,0.56755,0.63401,0.43297,1.30918,1.38601,0.02076,0,0.0053965,0.0053965,0.0053965,0.00269825,0.010793
188,31113.6,1.38322,1.65616,0.01766,0.99992,0.69974,0.56633,0.63464,0.43347,1.30846,1.38542,0.02074,0,0.00537175,0.00537175,0.00537175,0.00268587,0.0107435
189,31281.4,1.38267,1.6517,0.01765,1.00005,0.70136,0.566,0.63537,0.43396,1.30824,1.3831,0.02074,0,0.005347,0.005347,0.005347,0.0026735,0.010694
190,31446.6,1.38196,1.64748,0.01763,1.00005,0.69598,0.56936,0.63583,0.43438,1.30839,1.38091,0.02073,0,0.00532225,0.00532225,0.00532225,0.00266113,0.0106445
191,31619.9,1.38286,1.64453,0.01753,0.99989,0.69819,0.56899,0.63641,0.43455,1.30732,1.38088,0.02072,0,0.0052975,0.0052975,0.0052975,0.00264875,0.010595
192,31789.3,1.38784,1.64326,0.01764,0.99995,0.69476,0.57321,0.63712,0.43503,1.30651,1.3802,0.02069,0,0.00527275,0.00527275,0.00527275,0.00263637,0.0105455
193,31956.3,1.38272,1.64525,0.01759,1.00001,0.69265,0.57391,0.63738,0.43526,1.30603,1.3792,0.02069,0,0.005248,0.005248,0.005248,0.002624,0.010496
194,32127.8,1.38083,1.63994,0.01764,0.99994,0.69665,0.57335,0.63793,0.4357,1.30497,1.37845,0.02067,0,0.00522325,0.00522325,0.00522325,0.00261163,0.0104465
195,32297,1.38597,1.63975,0.0176,1.0001,0.69825,0.57303,0.63828,0.43608,1.30509,1.37706,0.02067,0,0.0051985,0.0051985,0.0051985,0.00259925,0.010397
196,32463.1,1.39029,1.63779,0.01756,0.99985,0.69514,0.57446,0.63871,0.43659,1.30436,1.37637,0.02066,0,0.00517375,0.00517375,0.00517375,0.00258687,0.0103475
197,32637.3,1.3738,1.63074,0.01748,1.00011,0.69565,0.57437,0.63897,0.43686,1.30379,1.37489,0.02064,0,0.005149,0.005149,0.005149,0.0025745,0.010298
198,32807.3,1.38215,1.63659,0.01747,0.99991,0.6968,0.57472,0.63957,0.43736,1.30287,1.37439,0.02061,0,0.00512425,0.00512425,0.00512425,0.00256213,0.0102485
199,32973.3,1.37964,1.62753,0.01746,1.00003,0.69639,0.57422,0.63992,0.43778,1.3029,1.37285,0.02061,0,0.0050995,0.0050995,0.0050995,0.00254975,0.010199
200,33144.9,1.37796,1.63894,0.01746,1.00009,0.69346,0.57675,0.64035,0.43829,1.30246,1.37157,0.02061,0,0.00507475,0.00507475,0.00507475,0.00253737,0.0101495
201,33317.3,1.38093,1.62981,0.01752,0.99986,0.69223,0.57733,0.64063,0.43891,1.30185,1.37072,0.0206,0,0.00505,0.00505,0.00505,0.002525,0.0101
202,33486.5,1.37157,1.63134,0.01746,1.00004,0.69106,0.57753,0.64105,0.43926,1.30102,1.37013,0.02058,0,0.00502525,0.00502525,0.00502525,0.00251263,0.0100505
203,33653.4,1.37654,1.62886,0.01748,0.99989,0.68927,0.57759,0.6416,0.43959,1.30011,1.36964,0.02056,0,0.0050005,0.0050005,0.0050005,0.00250025,0.010001
204,33827.2,1.374,1.6191,0.01748,0.99999,0.69051,0.5782,0.64206,0.44015,1.29963,1.36866,0.02055,0,0.00497575,0.00497575,0.00497575,0.00248788,0.0099515
205,33996,1.37561,1.62799,0.01742,1.00007,0.69585,0.57744,0.6423,0.44039,1.29868,1.36805,0.02052,0,0.004951,0.004951,0.004951,0.0024755,0.009902
206,34157.6,1.37289,1.62081,0.01741,0.99987,0.69479,0.57882,0.64234,0.44059,1.29832,1.36699,0.0205,0,0.00492625,0.00492625,0.00492625,0.00246313,0.0098525
207,34329.9,1.38189,1.62452,0.0175,1.00002,0.69528,0.57993,0.64262,0.44139,1.29859,1.36521,0.02051,0,0.0049015,0.0049015,0.0049015,0.00245075,0.009803
208,34498.1,1.36973,1.615,0.01737,1.00011,0.69756,0.58026,0.6435,0.44211,1.29844,1.36302,0.0205,0,0.00487675,0.00487675,0.00487675,0.00243838,0.0097535
209,34669.2,1.37093,1.61749,0.01736,0.99997,0.69823,0.58061,0.64423,0.44275,1.29776,1.36217,0.02049,0,0.004852,0.004852,0.004852,0.002426,0.009704
210,34848.4,1.37166,1.62685,0.01739,0.99999,0.69925,0.58005,0.64449,0.44308,1.29749,1.36083,0.02048,0,0.00482725,0.00482725,0.00482725,0.00241362,0.0096545
211,35016.8,1.3675,1.60967,0.01733,0.99996,0.70148,0.57896,0.64506,0.4436,1.29697,1.35976,0.02047,0,0.0048025,0.0048025,0.0048025,0.00240125,0.009605
212,35181.7,1.37378,1.6092,0.01737,0.99999,0.70151,0.58066,0.64582,0.4438,1.29623,1.35869,0.02045,0,0.00477775,0.00477775,0.00477775,0.00238888,0.0095555
213,35350.6,1.37555,1.61234,0.01725,1.00002,0.70213,0.58168,0.64641,0.44443,1.29604,1.35683,0.02045,0,0.004753,0.004753,0.004753,0.0023765,0.009506
214,35519,1.3652,1.61105,0.01727,0.99998,0.70156,0.58204,0.64667,0.44469,1.29505,1.35638,0.02042,0,0.00472825,0.00472825,0.00472825,0.00236413,0.0094565
215,35684.3,1.36405,1.60653,0.01714,0.99998,0.69848,0.58468,0.64702,0.44498,1.29484,1.35512,0.02042,0,0.0047035,0.0047035,0.0047035,0.00235175,0.009407
216,35852.4,1.36252,1.60368,0.01738,0.99992,0.7004,0.58476,0.64721,0.44537,1.29462,1.35409,0.02042,0,0.00467875,0.00467875,0.00467875,0.00233938,0.0093575
217,36022.7,1.37188,1.61854,0.01726,1.00008,0.69848,0.58617,0.64776,0.44578,1.29423,1.35332,0.02041,0,0.004654,0.004654,0.004654,0.002327,0.009308
218,36191,1.35899,1.60558,0.01719,0.99999,0.69605,0.58591,0.64797,0.44616,1.29278,1.35353,0.02038,0,0.00462925,0.00462925,0.00462925,0.00231463,0.0092585
219,36353.4,1.36383,1.59538,0.01725,0.99999,0.69451,0.58803,0.64877,0.44665,1.29227,1.35287,0.02037,0,0.0046045,0.0046045,0.0046045,0.00230225,0.009209
220,36523.2,1.35924,1.59671,0.01725,0.99982,0.69024,0.58958,0.64901,0.44709,1.29155,1.35249,0.02036,0,0.00457975,0.00457975,0.00457975,0.00228988,0.0091595
221,36690.8,1.36514,1.59817,0.01723,1.00005,0.69144,0.58947,0.64935,0.44731,1.29054,1.35227,0.02033,0,0.004555,0.004555,0.004555,0.0022775,0.00911
222,36855.7,1.37055,1.60084,0.01722,0.99999,0.69414,0.58988,0.6501,0.44819,1.29012,1.35066,0.02033,0,0.00453025,0.00453025,0.00453025,0.00226513,0.0090605
223,37028.4,1.36151,1.58559,0.01715,1.00006,0.69781,0.58879,0.65032,0.44855,1.28884,1.35036,0.02029,0,0.0045055,0.0045055,0.0045055,0.00225275,0.009011
224,37194.6,1.36383,1.58806,0.01709,0.99999,0.70121,0.58763,0.6508,0.44881,1.28831,1.34923,0.02026,0,0.00448075,0.00448075,0.00448075,0.00224038,0.0089615
225,37362.2,1.35111,1.58876,0.01702,0.99986,0.70006,0.58873,0.65128,0.44918,1.28839,1.34744,0.02026,0,0.004456,0.004456,0.004456,0.002228,0.008912
226,37536.1,1.3641,1.5925,0.01721,1.00017,0.70176,0.58819,0.65181,0.44959,1.28887,1.34545,0.02027,0,0.00443125,0.00443125,0.00443125,0.00221563,0.0088625
227,37705.7,1.3626,1.5889,0.01714,0.99996,0.6984,0.58995,0.65203,0.44997,1.28828,1.34401,0.02027,0,0.0044065,0.0044065,0.0044065,0.00220325,0.008813
228,37875.1,1.35259,1.58101,0.01714,1.00017,0.70024,0.58945,0.65256,0.45038,1.28707,1.34387,0.02024,0,0.00438175,0.00438175,0.00438175,0.00219088,0.0087635
229,38046.8,1.35409,1.58822,0.01705,0.99983,0.69698,0.59256,0.65302,0.45076,1.28691,1.34237,0.02024,0,0.004357,0.004357,0.004357,0.0021785,0.008714
230,38218.8,1.36597,1.58354,0.01718,0.99993,0.70085,0.58901,0.65356,0.45161,1.28633,1.34169,0.02023,0,0.00433225,0.00433225,0.00433225,0.00216613,0.0086645
231,38387.4,1.35458,1.57874,0.01713,1.00008,0.70071,0.58982,0.65404,0.45182,1.28566,1.34122,0.02021,0,0.0043075,0.0043075,0.0043075,0.00215375,0.008615
232,38553.4,1.35963,1.5792,0.01714,0.99999,0.70705,0.58852,0.65436,0.45213,1.28481,1.34122,0.0202,0,0.00428275,0.00428275,0.00428275,0.00214138,0.0085655
233,38725.8,1.35066,1.57006,0.01712,0.99992,0.70956,0.58692,0.65469,0.45273,1.28421,1.34028,0.02019,0,0.004258,0.004258,0.004258,0.002129,0.008516
234,38891.7,1.35575,1.57545,0.01702,0.99997,0.71063,0.58751,0.6551,0.45352,1.28318,1.33996,0.02016,0,0.00423325,0.00423325,0.00423325,0.00211663,0.0084665
235,39052.2,1.35092,1.57517,0.01711,1.00022,0.7052,0.59002,0.65554,0.45371,1.28239,1.3394,0.02014,0,0.0042085,0.0042085,0.0042085,0.00210425,0.008417
236,39225,1.35499,1.56693,0.01715,0.99981,0.70456,0.59158,0.65616,0.45425,1.28168,1.33888,0.02013,0,0.00418375,0.00418375,0.00418375,0.00209187,0.0083675
237,39391.2,1.35266,1.56971,0.017,1.00013,0.71013,0.58914,0.65644,0.45479,1.28115,1.33769,0.02011,0,0.004159,0.004159,0.004159,0.0020795,0.008318
238,39557.8,1.34423,1.55807,0.01698,0.99982,0.71172,0.5884,0.65705,0.45524,1.28125,1.33529,0.02012,0,0.00413425,0.00413425,0.00413425,0.00206712,0.0082685
239,39730.5,1.35939,1.57218,0.01717,1.00004,0.70722,0.58954,0.65722,0.45536,1.28159,1.33331,0.02013,0,0.0041095,0.0041095,0.0041095,0.00205475,0.008219
240,39894.2,1.35256,1.56468,0.01689,1.00004,0.70682,0.58944,0.65739,0.4557,1.28145,1.33205,0.02012,0,0.00408475,0.00408475,0.00408475,0.00204237,0.0081695
241,40061.5,1.34791,1.56433,0.01695,0.99994,0.71079,0.58858,0.65765,0.45593,1.28093,1.3315,0.02011,0,0.00406,0.00406,0.00406,0.00203,0.00812
242,40231.9,1.35325,1.56483,0.01698,1,0.7131,0.58773,0.65814,0.45636,1.28043,1.33072,0.0201,0,0.00403525,0.00403525,0.00403525,0.00201762,0.0080705
243,40396.3,1.34574,1.56091,0.01696,1.00007,0.71936,0.58516,0.65846,0.45674,1.27975,1.32988,0.02008,0,0.0040105,0.0040105,0.0040105,0.00200525,0.008021
244,40566.9,1.35303,1.55882,0.01709,0.99988,0.70993,0.59012,0.65849,0.45693,1.28008,1.32811,0.02009,0,0.00398575,0.00398575,0.00398575,0.00199287,0.0079715
245,40738.3,1.3521,1.5552,0.01702,0.99997,0.71416,0.58913,0.65884,0.45695,1.27936,1.32796,0.02007,0,0.003961,0.003961,0.003961,0.0019805,0.007922
246,40906.2,1.35011,1.55976,0.01691,1.00025,0.71425,0.59013,0.6593,0.45722,1.27917,1.32673,0.02007,0,0.00393625,0.00393625,0.00393625,0.00196812,0.0078725
247,41076.7,1.34617,1.56409,0.01688,0.99984,0.71317,0.59154,0.65956,0.45724,1.27807,1.32707,0.02005,0,0.0039115,0.0039115,0.0039115,0.00195575,0.007823
248,41250.6,1.34731,1.55597,0.01691,0.99994,0.70852,0.5938,0.65976,0.45742,1.27835,1.32511,0.02006,0,0.00388675,0.00388675,0.00388675,0.00194337,0.0077735
249,41423.1,1.34171,1.5458,0.01691,1.0001,0.71457,0.59102,0.66042,0.4582,1.27761,1.32394,0.02006,0,0.003862,0.003862,0.003862,0.001931,0.007724
250,41592,1.33891,1.55105,0.01687,0.99997,0.71135,0.59267,0.66085,0.45862,1.27708,1.323,0.02004,0,0.00383725,0.00383725,0.00383725,0.00191862,0.0076745
251,41755.9,1.34434,1.54668,0.01686,1.00002,0.71447,0.58933,0.66111,0.45896,1.27714,1.32152,0.02003,0,0.0038125,0.0038125,0.0038125,0.00190625,0.007625
252,41928.2,1.34066,1.54559,0.0169,0.99997,0.71354,0.5901,0.66151,0.45932,1.2761,1.32162,0.02,0,0.00378775,0.00378775,0.00378775,0.00189388,0.0075755
253,42098.1,1.34027,1.54655,0.01678,1.0001,0.71586,0.59018,0.66196,0.45958,1.27547,1.32142,0.01999,0,0.003763,0.003763,0.003763,0.0018815,0.007526
254,42268,1.34227,1.546,0.01673,0.99991,0.71751,0.58904,0.66189,0.45977,1.27526,1.32095,0.01999,0,0.00373825,0.00373825,0.00373825,0.00186913,0.0074765
255,42443.7,1.3467,1.54011,0.01693,0.99992,0.71851,0.58896,0.662,0.4598,1.27533,1.31968,0.01997,0,0.0037135,0.0037135,0.0037135,0.00185675,0.007427
256,42611.4,1.33629,1.53391,0.01676,1.00009,0.71533,0.59254,0.6622,0.46004,1.27501,1.31925,0.01996,0,0.00368875,0.00368875,0.00368875,0.00184438,0.0073775
257,42779.7,1.34204,1.53423,0.0168,0.99994,0.7145,0.59329,0.66259,0.46043,1.27425,1.31935,0.01995,0,0.003664,0.003664,0.003664,0.001832,0.007328
258,42950.5,1.3359,1.53924,0.01684,1.00007,0.71438,0.59499,0.66325,0.46092,1.27409,1.31825,0.01994,0,0.00363925,0.00363925,0.00363925,0.00181963,0.0072785
259,43117.9,1.33792,1.53934,0.0167,1.00001,0.71866,0.59076,0.66341,0.46133,1.27404,1.31703,0.01994,0,0.0036145,0.0036145,0.0036145,0.00180725,0.007229
260,43283.5,1.33774,1.54191,0.01689,0.99994,0.71917,0.59022,0.66363,0.46152,1.27338,1.31686,0.01992,0,0.00358975,0.00358975,0.00358975,0.00179488,0.0071795
261,43455.1,1.33328,1.54214,0.01679,0.99995,0.71764,0.59041,0.66376,0.46191,1.27303,1.31578,0.01992,0,0.003565,0.003565,0.003565,0.0017825,0.00713
262,43619.3,1.34569,1.53762,0.01662,1.00005,0.71971,0.58962,0.66417,0.4622,1.27274,1.31417,0.01991,0,0.00354025,0.00354025,0.00354025,0.00177013,0.0070805
263,43781.4,1.33641,1.54052,0.01663,1.00008,0.72023,0.58889,0.66446,0.46262,1.27225,1.31345,0.01991,0,0.0035155,0.0035155,0.0035155,0.00175775,0.007031
264,43954.1,1.33462,1.53032,0.01673,0.9999,0.71524,0.59368,0.66479,0.46291,1.27174,1.31343,0.0199,0,0.00349075,0.00349075,0.00349075,0.00174538,0.0069815
265,44118.9,1.33155,1.51932,0.01666,1.00003,0.71409,0.59708,0.66448,0.46313,1.27098,1.31362,0.01988,0,0.003466,0.003466,0.003466,0.001733,0.006932
266,44286.4,1.33025,1.53798,0.01658,1.00005,0.71604,0.5968,0.66492,0.46347,1.27078,1.3123,0.01987,0,0.00344125,0.00344125,0.00344125,0.00172063,0.0068825
267,44458.5,1.3259,1.51637,0.01658,1,0.72068,0.59555,0.66577,0.46406,1.27045,1.31167,0.01987,0,0.0034165,0.0034165,0.0034165,0.00170825,0.006833
268,44635.5,1.33329,1.52787,0.01661,0.99984,0.72118,0.59639,0.66641,0.46447,1.27015,1.31115,0.01986,0,0.00339175,0.00339175,0.00339175,0.00169588,0.0067835
269,44801.8,1.32797,1.51055,0.01656,1.00008,0.72734,0.59333,0.6664,0.46451,1.26993,1.31084,0.01986,0,0.003367,0.003367,0.003367,0.0016835,0.006734
270,44968,1.33078,1.52553,0.01667,0.99991,0.72876,0.59103,0.66657,0.46471,1.26979,1.31012,0.01985,0,0.00334225,0.00334225,0.00334225,0.00167113,0.0066845
271,45146.9,1.33111,1.5191,0.0167,1.00014,0.72743,0.59176,0.66694,0.46493,1.26996,1.30927,0.01985,0,0.0033175,0.0033175,0.0033175,0.00165875,0.006635
272,45312.6,1.32414,1.50904,0.01665,0.99997,0.72893,0.59135,0.66703,0.4651,1.26944,1.30919,0.01983,0,0.00329275,0.00329275,0.00329275,0.00164638,0.0065855
273,45477.1,1.33525,1.52068,0.01662,0.99992,0.73222,0.59145,0.66719,0.46527,1.26967,1.3081,0.01984,0,0.003268,0.003268,0.003268,0.001634,0.006536
274,45652.8,1.32558,1.51885,0.01666,1.0001,0.73143,0.59212,0.66727,0.46529,1.26998,1.30679,0.01985,0,0.00324325,0.00324325,0.00324325,0.00162163,0.0064865
275,45822.8,1.32459,1.51424,0.01651,0.99988,0.72898,0.59356,0.66762,0.4654,1.26986,1.30629,0.01985,0,0.0032185,0.0032185,0.0032185,0.00160925,0.006437
276,45992.7,1.33047,1.51869,0.01651,1.00005,0.72792,0.59462,0.66782,0.46543,1.26938,1.30621,0.01984,0,0.00319375,0.00319375,0.00319375,0.00159688,0.0063875
277,46161.9,1.31726,1.50771,0.01646,0.99997,0.7276,0.59413,0.66752,0.46541,1.2697,1.30534,0.01985,0,0.003169,0.003169,0.003169,0.0015845,0.006338
278,46330.4,1.32111,1.50039,0.01645,1.00005,0.72524,0.59416,0.66743,0.46544,1.26962,1.30462,0.01985,0,0.00314425,0.00314425,0.00314425,0.00157213,0.0062885
279,46497.9,1.32309,1.49726,0.01643,1.00008,0.72847,0.59169,0.66757,0.46576,1.26848,1.30545,0.01982,0,0.0031195,0.0031195,0.0031195,0.00155975,0.006239
280,46663,1.32001,1.50754,0.01656,0.99984,0.72877,0.59056,0.66799,0.46594,1.26908,1.3031,0.01982,0,0.00309475,0.00309475,0.00309475,0.00154738,0.0061895
281,46837.3,1.3108,1.49956,0.0164,1.00004,0.7274,0.59198,0.66849,0.46613,1.26837,1.30338,0.01983,0,0.00307,0.00307,0.00307,0.001535,0.00614
282,47006.5,1.31802,1.49492,0.01655,1.00022,0.72858,0.59237,0.66891,0.46637,1.26806,1.30322,0.01982,0,0.00304525,0.00304525,0.00304525,0.00152262,0.0060905
283,47172,1.30735,1.48663,0.01645,0.99998,0.72661,0.59457,0.66887,0.46665,1.26814,1.302,0.01982,0,0.0030205,0.0030205,0.0030205,0.00151025,0.006041
284,47345.2,1.31963,1.49368,0.01646,0.99991,0.72948,0.59275,0.66908,0.46691,1.26819,1.30106,0.01983,0,0.00299575,0.00299575,0.00299575,0.00149787,0.0059915
285,47508.8,1.31075,1.49382,0.01639,0.99998,0.7256,0.59657,0.66926,0.46711,1.26796,1.30087,0.01982,0,0.002971,0.002971,0.002971,0.0014855,0.005942
286,47671.3,1.32048,1.49393,0.01655,1.00008,0.72626,0.59703,0.66939,0.4672,1.26756,1.30089,0.01981,0,0.00294625,0.00294625,0.00294625,0.00147312,0.0058925
287,47846,1.31299,1.48622,0.01644,0.99993,0.73414,0.59255,0.66998,0.4678,1.26753,1.29986,0.0198,0,0.0029215,0.0029215,0.0029215,0.00146075,0.005843
288,48018.6,1.31317,1.48624,0.01639,0.99997,0.73319,0.59558,0.67012,0.46819,1.26701,1.29959,0.0198,0,0.00289675,0.00289675,0.00289675,0.00144837,0.0057935
289,48188,1.31247,1.49078,0.01638,0.99992,0.72896,0.59761,0.67002,0.46807,1.26682,1.29959,0.01979,0,0.002872,0.002872,0.002872,0.001436,0.005744
290,48364.4,1.30554,1.47049,0.01625,1.00001,0.72733,0.59561,0.67023,0.46802,1.26684,1.29911,0.0198,0,0.00284725,0.00284725,0.00284725,0.00142362,0.0056945
