epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/mixture_aux_loss,train/foundation,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/mixture_aux_loss,val/foundation,train/foundation_loss,train/foundation_cosine_loss,train/foundation_relational_loss,train/foundation_cosine_raw,train/foundation_relational_raw,train/foundation_task_ratio,train/foundation_loss_weight,train/foundation_effective_weight,train/foundation_foreground_enabled,train/foundation_foreground_mean_weight,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4
11,2072.06,1.77029,2.85307,0.02492,0.99508,16.473,0.26784,0.23077,0.16396,0.08515,1.82587,2.74993,0.0327,0,0,16.473,0,16.473,0,0.0771193,0.180973,3.34277,3.34277,0,1,0.0097525,0.0097525,0.0097525,0.00487625,0.019505
12,2260.21,1.74532,2.79066,0.02443,0.9952,16.2573,0.29387,0.25316,0.19329,0.10113,1.77452,2.62577,0.03181,0,0,16.2573,0,16.2573,0,0.0761024,0.182132,3.34277,3.34277,0,1,0.00972775,0.00972775,0.00972775,0.00486388,0.0194555
13,2449.23,1.72742,2.74883,0.02419,0.99592,16.1203,0.29805,0.25883,0.2093,0.11464,1.75295,2.54407,0.03118,0,0,16.1203,0,16.1203,0,0.0754639,0.183237,3.34277,3.34277,0,1,0.009703,0.009703,0.009703,0.0048515,0.019406
14,2634.81,1.71465,2.69712,0.02397,0.99613,15.9766,0.32079,0.27116,0.2201,0.11981,1.75107,2.53358,0.031,0,0,15.9766,0,15.9766,0,0.0747863,0.184238,3.34277,3.34277,0,1,0.00967825,0.00967825,0.00967825,0.00483913,0.0193565
15,2821.9,1.69911,2.66216,0.02364,0.99638,15.878,0.33003,0.26773,0.22605,0.12291,1.71956,2.50595,0.03063,0,0,15.878,0,15.878,0,0.0743311,0.185333,3.34277,3.34277,0,1,0.0096535,0.0096535,0.0096535,0.00482675,0.019307
16,3006.93,1.6994,2.62849,0.02344,0.99617,15.8083,0.3416,0.29128,0.25437,0.13994,1.72307,2.44117,0.03052,0,0,15.8083,0,15.8083,0,0.0740046,0.186489,3.34277,3.34277,0,1,0.00962875,0.00962875,0.00962875,0.00481438,0.0192575
17,3191.9,1.68335,2.59487,0.02333,0.9969,15.7411,0.35345,0.31191,0.25978,0.14357,1.72419,2.38738,0.03067,0,0,15.7411,0,15.7411,0,0.0736953,0.187827,3.34277,3.34277,0,1,0.009604,0.009604,0.009604,0.004802,0.019208
18,3378.45,1.66652,2.56245,0.02318,0.99667,15.6997,0.36778,0.31175,0.27748,0.15905,1.66963,2.31431,0.02928,0,0,15.6997,0,15.6997,0,0.0734948,0.189461,3.34277,3.34277,0,1,0.00957925,0.00957925,0.00957925,0.00478963,0.0191585
19,3564.19,1.65926,2.53252,0.02278,0.99739,15.6004,0.37679,0.32721,0.29202,0.16725,1.6659,2.28224,0.02918,0,0,15.6004,0,15.6004,0,0.0730368,0.190271,3.34277,3.34277,0,1,0.0095545,0.0095545,0.0095545,0.00477725,0.019109
20,3752.01,1.64914,2.49219,0.02269,0.99681,15.4685,0.38832,0.32813,0.29102,0.16582,1.65461,2.26864,0.02887,0,0,15.4685,0,15.4685,0,0.0724103,0.190926,3.34277,3.34277,0,1,0.00952975,0.00952975,0.00952975,0.00476488,0.0190595
21,3935.88,1.6451,2.47778,0.02257,0.99707,15.4112,0.39564,0.34064,0.31142,0.17854,1.65325,2.22515,0.02895,0,0,15.4112,0,15.4112,0,0.0721435,0.191134,3.34277,3.34277,0,1,0.009505,0.009505,0.009505,0.0047525,0.01901
22,4121.16,1.63728,2.459,0.02235,0.99693,15.3507,0.4017,0.3478,0.32217,0.18807,1.62989,2.2036,0.02821,0,0,15.3507,0,15.3507,0,0.0718615,0.192502,3.34277,3.34277,0,1,0.00948025,0.00948025,0.00948025,0.00474013,0.0189605
23,4307.62,1.62193,2.43761,0.02214,0.9975,15.2762,0.43289,0.35043,0.33131,0.19368,1.61296,2.17116,0.02783,0,0,15.2762,0,15.2762,0,0.0715149,0.19281,3.34277,3.34277,0,1,0.0094555,0.0094555,0.0094555,0.00472775,0.018911
24,4491.93,1.62387,2.41171,0.02216,0.9973,15.2197,0.4348,0.36238,0.34705,0.20597,1.60215,2.12198,0.02757,0,0,15.2197,0,15.2197,0,0.0712479,0.193671,3.34277,3.34277,0,1,0.00943075,0.00943075,0.00943075,0.00471537,0.0188615
25,4678.84,1.61381,2.37216,0.02217,0.99778,15.2388,0.42971,0.381,0.35667,0.2105,1.57837,2.10974,0.0272,0,0,15.2388,0,15.2388,0,0.0713373,0.196376,3.34277,3.34277,0,1,0.009406,0.009406,0.009406,0.004703,0.018812
26,4865.05,1.61769,2.37522,0.022,0.99772,15.1146,0.46058,0.37326,0.37048,0.21988,1.59696,2.06012,0.02747,0,0,15.1146,0,15.1146,0,0.0707542,0.194463,3.34277,3.34277,0,1,0.00938125,0.00938125,0.00938125,0.00469063,0.0187625
27,5049.49,1.60433,2.34031,0.0218,0.99768,15.0474,0.46401,0.38414,0.37316,0.22334,1.58445,2.0398,0.02713,0,0,15.0474,0,15.0474,0,0.0704419,0.195843,3.34277,3.34277,0,1,0.0093565,0.0093565,0.0093565,0.00467825,0.018713
28,5235.47,1.60668,2.33706,0.02183,0.99803,15.0609,0.45919,0.40087,0.38653,0.2333,1.55863,2.00439,0.02657,0,0,15.0608,0,15.0608,0,0.0705043,0.19637,3.34277,3.34277,0,1,0.00933175,0.00933175,0.00933175,0.00466587,0.0186635
29,5420.56,1.6012,2.32205,0.02164,0.99768,15.0182,0.47051,0.38685,0.38698,0.23341,1.56574,2.00429,0.02673,0,0,15.0182,0,15.0182,0,0.0703021,0.196872,3.34277,3.34277,0,1,0.009307,0.009307,0.009307,0.0046535,0.018614
30,5606.93,1.58931,2.31468,0.02162,0.99799,14.9689,0.50158,0.39884,0.40016,0.24203,1.54728,1.9789,0.02632,0,0,14.9689,0,14.9689,0,0.0700797,0.197194,3.34277,3.34277,0,1,0.00928225,0.00928225,0.00928225,0.00464113,0.0185645
31,5794.32,1.59676,2.29041,0.02149,0.9982,14.9378,0.49323,0.40093,0.40316,0.24526,1.53447,1.96799,0.02603,0,0,14.9378,0,14.9378,0,0.0699267,0.197596,3.34277,3.34277,0,1,0.0092575,0.0092575,0.0092575,0.00462875,0.018515
32,5985.3,1.58398,2.28129,0.02145,0.99821,14.8809,0.49391,0.41831,0.41489,0.25317,1.52986,1.94608,0.0258,0,0,14.8809,0,14.8809,0,0.0696632,0.198048,3.34277,3.34277,0,1,0.00923275,0.00923275,0.00923275,0.00461637,0.0184655
33,6170.85,1.57338,2.2606,0.02132,0.9983,14.8699,0.50028,0.4218,0.42779,0.26321,1.53068,1.90968,0.02593,0,0,14.8699,0,14.8699,0,0.0696124,0.199618,3.34277,3.34277,0,1,0.009208,0.009208,0.009208,0.004604,0.018416
34,6354.02,1.57976,2.25218,0.02132,0.99845,14.8091,0.50437,0.42596,0.43104,0.26433,1.52717,1.89094,0.0258,0,0,14.8091,0,14.8091,0,0.0693283,0.199084,3.34277,3.34277,0,1,0.00918325,0.00918325,0.00918325,0.00459163,0.0183665
35,6535.61,1.57233,2.24433,0.02123,0.9985,14.7838,0.51125,0.43297,0.43837,0.27018,1.51686,1.88695,0.02558,0,0,14.7838,0,14.7838,0,0.0692035,0.199552,3.34277,3.34277,0,1,0.0091585,0.0091585,0.0091585,0.00457925,0.018317
36,6716.74,1.56463,2.22696,0.02114,0.99848,14.7604,0.50649,0.43795,0.43865,0.26969,1.50302,1.86236,0.02522,0,0,14.7604,0,14.7604,0,0.0690941,0.200623,3.34277,3.34277,0,1,0.00913375,0.00913375,0.00913375,0.00456687,0.0182675
37,6900.83,1.56652,2.20523,0.02106,0.99857,14.7098,0.51639,0.43648,0.44838,0.27692,1.50064,1.85263,0.02515,0,0,14.7098,0,14.7098,0,0.0688604,0.201181,3.34277,3.34277,0,1,0.009109,0.009109,0.009109,0.0045545,0.018218
38,7083.98,1.55348,2.20693,0.02095,0.9987,14.6607,0.54651,0.43103,0.4553,0.28357,1.4927,1.83559,0.02494,0,0,14.6607,0,14.6607,0,0.0686278,0.201227,3.34277,3.34277,0,1,0.00908425,0.00908425,0.00908425,0.00454213,0.0181685
39,7268.03,1.55514,2.1929,0.02105,0.9987,14.7346,0.526,0.44138,0.45676,0.28511,1.4879,1.8188,0.02481,0,0,14.7346,0,14.7346,0,0.0689793,0.202902,3.34277,3.34277,0,1,0.0090595,0.0090595,0.0090595,0.00452975,0.018119
40,7450.34,1.55782,2.18503,0.02089,0.99858,14.6549,0.53665,0.43656,0.45943,0.28691,1.4837,1.8117,0.02474,0,0,14.6549,0,14.6549,0,0.0686069,0.202212,3.34277,3.34277,0,1,0.00903475,0.00903475,0.00903475,0.00451737,0.0180695
41,7633.32,1.55001,2.17479,0.02084,0.9987,14.6063,0.53676,0.4434,0.46923,0.29265,1.48185,1.79997,0.02471,0,0,14.6063,0,14.6063,0,0.068375,0.202307,3.34277,3.34277,0,1,0.00901,0.00901,0.00901,0.004505,0.01802
42,7816.01,1.55777,2.17764,0.02069,0.99867,14.5728,0.54495,0.45027,0.47896,0.30004,1.47801,1.77876,0.0246,0,0,14.5728,0,14.5728,0,0.0682186,0.201591,3.34277,3.34277,0,1,0.00898525,0.00898525,0.00898525,0.00449263,0.0179705
43,8003.74,1.54603,2.16236,0.0207,0.99893,14.6133,0.54014,0.45605,0.4786,0.30217,1.46811,1.77256,0.02436,0,0,14.6133,0,14.6133,0,0.0684088,0.203643,3.34277,3.34277,0,1,0.0089605,0.0089605,0.0089605,0.00448025,0.017921
44,8189.71,1.54654,2.14523,0.02071,0.99902,14.5811,0.55108,0.4509,0.48363,0.30616,1.45709,1.76273,0.02408,0,0,14.5811,0,14.5811,0,0.068256,0.20441,3.34277,3.34277,0,1,0.00893575,0.00893575,0.00893575,0.00446788,0.0178715
45,8380.12,1.53815,2.13985,0.02054,0.9988,14.5517,0.54246,0.46165,0.48562,0.30774,1.45815,1.75271,0.0241,0,0,14.5517,0,14.5517,0,0.0681208,0.204377,3.34277,3.34277,0,1,0.008911,0.008911,0.008911,0.0044555,0.017822
46,8563.68,1.53422,2.13413,0.02068,0.99883,14.5379,0.54651,0.46224,0.48836,0.31056,1.45371,1.7449,0.024,0,0,14.5379,0,14.5379,0,0.0680559,0.204632,3.34277,3.34277,0,1,0.00888625,0.00888625,0.00888625,0.00444313,0.0177725
47,8748.18,1.54005,2.11745,0.02048,0.99912,14.4685,0.5503,0.46461,0.49358,0.31426,1.45045,1.74231,0.02389,0,0,14.4685,0,14.4685,0,0.0677324,0.204505,3.34277,3.34277,0,1,0.0088615,0.0088615,0.0088615,0.00443075,0.017723
48,8936.95,1.53348,2.11615,0.02041,0.99888,14.4538,0.55926,0.46607,0.49721,0.31655,1.44656,1.72688,0.02384,0,0,14.4538,0,14.4538,0,0.067661,0.204826,3.34277,3.34277,0,1,0.00883675,0.00883675,0.00883675,0.00441838,0.0176735
49,9121.76,1.53404,2.10818,0.02049,0.99917,14.4337,0.57751,0.4624,0.50221,0.31957,1.44264,1.71975,0.02375,0,0,14.4337,0,14.4337,0,0.0675705,0.205055,3.34277,3.34277,0,1,0.008812,0.008812,0.008812,0.004406,0.017624
50,9307.23,1.52828,2.09352,0.02033,0.99938,14.4054,0.57992,0.46221,0.50602,0.32271,1.44003,1.71701,0.02371,0,0,14.4054,0,14.4054,0,0.0674351,0.205869,3.34277,3.34277,0,1,0.00878725,0.00878725,0.00878725,0.00439362,0.0175745
51,9491.62,1.52663,2.08914,0.02029,0.99896,14.3855,0.58174,0.46922,0.51288,0.3276,1.43921,1.70793,0.02363,0,0,14.3855,0,14.3855,0,0.0673427,0.205548,3.34277,3.34277,0,1,0.0087625,0.0087625,0.0087625,0.00438125,0.017525
52,9679.85,1.52797,2.0853,0.02027,0.99905,14.3996,0.56365,0.48436,0.51479,0.32942,1.43668,1.69932,0.02358,0,0,14.3996,0,14.3996,0,0.0674131,0.206246,3.34277,3.34277,0,1,0.00873775,0.00873775,0.00873775,0.00436888,0.0174755
53,9867.35,1.51892,2.07504,0.02018,0.99928,14.3172,0.58669,0.47833,0.51547,0.33038,1.43392,1.69279,0.02352,0,0,14.3172,0,14.3172,0,0.0670205,0.206188,3.34277,3.34277,0,1,0.008713,0.008713,0.008713,0.0043565,0.017426
54,10052.1,1.51816,2.06394,0.02012,0.99928,14.3309,0.58746,0.47993,0.51832,0.33207,1.43082,1.68886,0.02345,0,0,14.3309,0,14.3309,0,0.0670858,0.207035,3.34277,3.34277,0,1,0.00868825,0.00868825,0.00868825,0.00434412,0.0173765
55,10236.8,1.51903,2.0661,0.02021,0.99919,14.3098,0.58657,0.48069,0.51911,0.33242,1.42716,1.6836,0.02338,0,0,14.3098,0,14.3098,0,0.0669858,0.206501,3.34277,3.34277,0,1,0.0086635,0.0086635,0.0086635,0.00433175,0.017327
56,10418.9,1.51498,2.05009,0.0202,0.99943,14.2987,0.58847,0.48173,0.52097,0.33439,1.42308,1.67864,0.02328,0,0,14.2987,0,14.2987,0,0.066937,0.20734,3.34277,3.34277,0,1,0.00863875,0.00863875,0.00863875,0.00431938,0.0172775
57,10600.7,1.50275,2.04697,0.0199,0.99921,14.2222,0.58609,0.48544,0.52324,0.33589,1.42146,1.67517,0.02325,0,0,14.2222,0,14.2222,0,0.0665736,0.207119,3.34277,3.34277,0,1,0.008614,0.008614,0.008614,0.004307,0.017228
58,10784.3,1.50141,2.03653,0.02002,0.99932,14.2537,0.5896,0.48116,0.52581,0.33752,1.41936,1.67298,0.0232,0,0,14.2537,0,14.2537,0,0.0667297,0.208297,3.34277,3.34277,0,1,0.00858925,0.00858925,0.00858925,0.00429463,0.0171785
59,10969.4,1.5129,2.03895,0.02006,0.99931,14.2699,0.59394,0.48216,0.52763,0.33903,1.41965,1.66789,0.02323,0,0,14.2699,0,14.2699,0,0.0667964,0.207807,3.34277,3.34277,0,1,0.0085645,0.0085645,0.0085645,0.00428225,0.017129
60,11153.5,1.51031,2.02624,0.01993,0.99945,14.211,0.601,0.48088,0.53035,0.34106,1.41901,1.66353,0.0232,0,0,14.211,0,14.211,0,0.0665288,0.207889,3.34277,3.34277,0,1,0.00853975,0.00853975,0.00853975,0.00426988,0.0170795
61,11337.8,1.50917,2.0224,0.01999,0.9994,14.2028,0.60201,0.48008,0.53046,0.34144,1.41844,1.66034,0.02315,0,0,14.2028,0,14.2028,0,0.0664955,0.208315,3.34277,3.34277,0,1,0.008515,0.008515,0.008515,0.0042575,0.01703
62,11520,1.50418,2.01445,0.01978,0.99938,14.1549,0.60056,0.48377,0.53148,0.34238,1.41669,1.65921,0.02312,0,0,14.1549,0,14.1549,0,0.0662696,0.208348,3.34277,3.34277,0,1,0.00849025,0.00849025,0.00849025,0.00424513,0.0169805
63,11703.7,1.50571,2.01419,0.0199,0.99949,14.1981,0.60191,0.48503,0.532,0.34306,1.41674,1.6533,0.02312,0,0,14.1981,0,14.1981,0,0.0664652,0.208765,3.34277,3.34277,0,1,0.0084655,0.0084655,0.0084655,0.00423275,0.016931
64,11888.9,1.50432,2.01201,0.01972,0.99949,14.1459,0.61104,0.48551,0.53463,0.34475,1.41339,1.65089,0.02306,0,0,14.1459,0,14.1459,0,0.0662272,0.208307,3.34277,3.34277,0,1,0.00844075,0.00844075,0.00844075,0.00422038,0.0168815
65,12069.8,1.49258,2.00133,0.01982,0.99959,14.1706,0.6074,0.48854,0.53633,0.34635,1.41187,1.64519,0.02302,0,0,14.1706,0,14.1706,0,0.0663363,0.209607,3.34277,3.34277,0,1,0.008416,0.008416,0.008416,0.004208,0.016832
66,12254.3,1.49929,1.99919,0.01979,0.99942,14.1357,0.60692,0.48813,0.53765,0.34751,1.4105,1.64277,0.02298,0,0,14.1357,0,14.1357,0,0.0661706,0.208918,3.34277,3.34277,0,1,0.00839125,0.00839125,0.00839125,0.00419563,0.0167825
67,12434.1,1.49702,1.99517,0.01979,0.99967,14.1168,0.59994,0.49694,0.53875,0.3484,1.40874,1.6403,0.02295,0,0,14.1168,0,14.1168,0,0.066095,0.209126,3.34277,3.34277,0,1,0.0083665,0.0083665,0.0083665,0.00418325,0.016733
68,12614.6,1.49431,1.9845,0.01961,0.99938,14.079,0.60339,0.49331,0.54031,0.34978,1.40803,1.63669,0.02293,0,0,14.079,0,14.079,0,0.0659105,0.209351,3.34277,3.34277,0,1,0.00834175,0.00834175,0.00834175,0.00417088,0.0166835
69,12797,1.488,1.97115,0.01974,0.99951,14.0749,0.60643,0.4914,0.54224,0.35102,1.40625,1.63468,0.0229,0,0,14.0749,0,14.0749,0,0.0658902,0.210211,3.34277,3.34277,0,1,0.008317,0.008317,0.008317,0.0041585,0.016634
70,12977.6,1.49023,1.97727,0.01969,0.99961,14.0372,0.6051,0.49425,0.54327,0.35183,1.40604,1.63084,0.0229,0,0,14.0372,0,14.0372,0,0.0657148,0.209174,3.34277,3.34277,0,1,0.00829225,0.00829225,0.00829225,0.00414612,0.0165845
71,13158.6,1.48492,1.97608,0.01954,0.99951,14.0452,0.60036,0.50153,0.5447,0.35288,1.40436,1.62711,0.02285,0,0,14.0452,0,14.0452,0,0.0657505,0.209866,3.34277,3.34277,0,1,0.0082675,0.0082675,0.0082675,0.00413375,0.016535
72,13339.1,1.48061,1.96394,0.01951,0.99968,14.0571,0.60505,0.5014,0.54602,0.35362,1.40284,1.62492,0.02282,0,0,14.0571,0,14.0571,0,0.0658041,0.210681,3.34277,3.34277,0,1,0.00824275,0.00824275,0.00824275,0.00412138,0.0164855
73,13520.3,1.4925,1.96297,0.0196,0.99978,14.023,0.60917,0.49904,0.54682,0.35401,1.40215,1.62273,0.02281,0,0,14.023,0,14.023,0,0.065646,0.209593,3.34277,3.34277,0,1,0.008218,0.008218,0.008218,0.004109,0.016436
74,13703.9,1.48355,1.95634,0.01946,0.99952,14.018,0.61013,0.49964,0.54754,0.35496,1.40172,1.61874,0.0228,0,0,14.018,0,14.018,0,0.0656178,0.210385,3.34277,3.34277,0,1,0.00819325,0.00819325,0.00819325,0.00409662,0.0163865
75,13886.5,1.48549,1.95643,0.01959,0.99969,14.0487,0.6067,0.50053,0.54773,0.35541,1.40106,1.61631,0.0228,0,0,14.0487,0,14.0487,0,0.0657708,0.210883,3.34277,3.34277,0,1,0.0081685,0.0081685,0.0081685,0.00408425,0.016337
76,14066.9,1.49164,1.95822,0.01943,0.99942,13.9854,0.61022,0.49884,0.54852,0.35594,1.39989,1.61564,0.02275,0,0,13.9853,0,13.9853,0,0.065465,0.21001,3.34277,3.34277,0,1,0.00814375,0.00814375,0.00814375,0.00407187,0.0162875
77,14249.6,1.48972,1.93827,0.01953,0.99974,13.9343,0.61226,0.4988,0.54916,0.35654,1.39894,1.61332,0.02271,0,0,13.9343,0,13.9343,0,0.0652328,0.210331,3.34277,3.34277,0,1,0.008119,0.008119,0.008119,0.0040595,0.016238
78,14433.7,1.47531,1.92753,0.01946,0.99969,13.9401,0.61699,0.4977,0.55017,0.35759,1.39789,1.61079,0.02269,0,0,13.9401,0,13.9401,0,0.0652608,0.211758,3.34277,3.34277,0,1,0.00809425,0.00809425,0.00809425,0.00404712,0.0161885
79,14617.8,1.48184,1.94044,0.01954,0.99972,13.9337,0.61371,0.50034,0.55142,0.35864,1.39619,1.60983,0.02264,0,0,13.9337,0,13.9337,0,0.0652248,0.210298,3.34277,3.34277,0,1,0.0080695,0.0080695,0.0080695,0.00403475,0.016139
80,14815.3,1.47896,1.93379,0.01941,0.99963,13.9537,0.61901,0.4989,0.55228,0.35947,1.39539,1.60763,0.02262,0,0,13.9537,0,13.9537,0,0.0653212,0.211365,3.34277,3.34277,0,1,0.00804475,0.00804475,0.00804475,0.00402237,0.0160895
81,15057,1.47776,1.92175,0.01938,0.99982,13.9147,0.62194,0.49834,0.55347,0.36044,1.39538,1.60445,0.02262,0,0,13.9147,0,13.9147,0,0.0651377,0.211471,3.34277,3.34277,0,1,0.00802,0.00802,0.00802,0.00401,0.01604
82,15241.8,1.46093,1.92487,0.01923,0.99973,13.9387,0.62385,0.49692,0.55405,0.36107,1.39346,1.6036,0.02257,0,0,13.9387,0,13.9387,0,0.0652531,0.21245,3.34277,3.34277,0,1,0.00799525,0.00799525,0.00799525,0.00399763,0.0159905
83,15425.6,1.47418,1.9223,0.01931,0.99968,13.903,0.62377,0.4981,0.55489,0.36177,1.39266,1.60163,0.02256,0,0,13.903,0,13.903,0,0.0650812,0.211329,3.34277,3.34277,0,1,0.0079705,0.0079705,0.0079705,0.00398525,0.015941
84,15610.4,1.46944,1.92112,0.01914,0.99956,13.8794,0.61925,0.5009,0.55544,0.36224,1.39182,1.59973,0.02253,0,0,13.8794,0,13.8794,0,0.0649715,0.211379,3.34277,3.34277,0,1,0.00794575,0.00794575,0.00794575,0.00397287,0.0158915
85,15792.4,1.48282,1.90579,0.01932,0.99984,13.8407,0.61914,0.50135,0.55611,0.36256,1.39184,1.59639,0.02253,0,0,13.8407,0,13.8407,0,0.0647926,0.210911,3.34277,3.34277,0,1,0.007921,0.007921,0.007921,0.0039605,0.015842
86,15976,1.47887,1.90219,0.01934,0.99976,13.8648,0.62988,0.49812,0.55683,0.36316,1.39115,1.59416,0.02252,0,0,13.8648,0,13.8648,0,0.0649061,0.211894,3.34277,3.34277,0,1,0.00789625,0.00789625,0.00789625,0.00394813,0.0157925
87,16158.5,1.47078,1.90497,0.01932,0.99961,13.8884,0.62767,0.50023,0.55758,0.36374,1.39062,1.59152,0.0225,0,0,13.8884,0,13.8884,0,0.0650159,0.212077,3.34277,3.34277,0,1,0.0078715,0.0078715,0.0078715,0.00393575,0.015743
88,16341.9,1.46195,1.90226,0.0192,1.00003,13.8579,0.6282,0.5002,0.55835,0.36459,1.39015,1.58868,0.02249,0,0,13.8579,0,13.8579,0,0.0648748,0.212321,3.34277,3.34277,0,1,0.00784675,0.00784675,0.00784675,0.00392337,0.0156935
89,16524.8,1.46867,1.89858,0.01919,0.99954,13.8506,0.62296,0.5055,0.55912,0.36554,1.39014,1.58602,0.02249,0,0,13.8506,0,13.8506,0,0.0648417,0.212083,3.34277,3.34277,0,1,0.007822,0.007822,0.007822,0.003911,0.015644
90,16708.9,1.47332,1.89758,0.01929,0.99974,13.8595,0.62785,0.50279,0.55969,0.36614,1.38911,1.58383,0.02246,0,0,13.8595,0,13.8595,0,0.064879,0.212028,3.34277,3.34277,0,1,0.00779725,0.00779725,0.00779725,0.00389863,0.0155945
91,16891.6,1.47146,1.89381,0.0193,0.99985,13.8482,0.62517,0.50615,0.56081,0.36695,1.38879,1.5813,0.02245,0,0,13.8481,0,13.8481,0,0.0648307,0.212432,3.34277,3.34277,0,1,0.0077725,0.0077725,0.0077725,0.00388625,0.015545
92,17073.7,1.46267,1.88426,0.01911,0.99984,13.7949,0.62609,0.50648,0.56143,0.36756,1.38814,1.57875,0.02243,0,0,13.7949,0,13.7949,0,0.0645794,0.212584,3.34277,3.34277,0,1,0.00774775,0.00774775,0.00774775,0.00387388,0.0154955
93,17257.7,1.46375,1.87513,0.01923,0.9998,13.7857,0.62797,0.50757,0.56213,0.36804,1.38733,1.57657,0.02242,0,0,13.7857,0,13.7857,0,0.0645369,0.212716,3.34277,3.34277,0,1,0.007723,0.007723,0.007723,0.0038615,0.015446
94,17442.6,1.4748,1.88876,0.01911,0.99986,13.7823,0.62826,0.50843,0.56249,0.36866,1.38717,1.57376,0.02242,0,0,13.7823,0,13.7823,0,0.0645295,0.211246,3.34277,3.34277,0,1,0.00769825,0.00769825,0.00769825,0.00384913,0.0153965
95,17632.3,1.45542,1.86491,0.01901,0.99977,13.7612,0.62105,0.51381,0.56352,0.36958,1.38523,1.57244,0.02237,0,0,13.7612,0,13.7612,0,0.0644155,0.213458,3.34277,3.34277,0,1,0.0076735,0.0076735,0.0076735,0.00383675,0.015347
96,17816.7,1.46493,1.87678,0.01905,0.99978,13.777,0.62334,0.51232,0.56402,0.37009,1.38522,1.56941,0.02238,0,0,13.777,0,13.777,0,0.0644952,0.212584,3.34277,3.34277,0,1,0.00764875,0.00764875,0.00764875,0.00382438,0.0152975
97,18001.3,1.46798,1.8744,0.01906,0.99977,13.7449,0.6183,0.51769,0.56492,0.37065,1.38472,1.5675,0.02237,0,0,13.7449,0,13.7449,0,0.0643471,0.212279,3.34277,3.34277,0,1,0.007624,0.007624,0.007624,0.003812,0.015248
