epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/mixture_aux_loss,train/foundation,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/mixture_aux_loss,val/foundation,train/foundation_loss,train/foundation_cosine_loss,train/foundation_relational_loss,train/foundation_cosine_raw,train/foundation_relational_raw,train/foundation_task_ratio,train/foundation_loss_weight,train/foundation_effective_weight,train/foundation_foreground_enabled,train/foundation_foreground_mean_weight,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4
98,18184.1,1.46295,1.86997,0.01914,0.99994,13.7604,0.6194,0.5167,0.56577,0.37122,1.38345,1.56606,0.02233,0,0,13.7604,0,13.7604,0,0.0644163,0.212682,3.34277,3.34277,0,1,0.00759925,0.00759925,0.00759925,0.00379963,0.0151985
99,18369.7,1.45385,1.87368,0.01894,0.99988,13.6762,0.61743,0.5198,0.56649,0.37177,1.38295,1.56298,0.02232,0,0,13.6762,0,13.6762,0,0.0640195,0.211502,3.34277,3.34277,0,1,0.0075745,0.0075745,0.0075745,0.00378725,0.015149
100,18552.8,1.46054,1.86092,0.01914,0.99973,13.6902,0.61824,0.51767,0.56721,0.37251,1.38216,1.56051,0.02229,0,0,13.6902,0,13.6902,0,0.0640889,0.212281,3.34277,3.34277,0,1,0.00754975,0.00754975,0.00754975,0.00377488,0.0150995
101,18737.8,1.46592,1.85539,0.01903,0.99998,13.7075,0.61911,0.51714,0.56796,0.37304,1.3818,1.55835,0.02229,0,0,13.7075,0,13.7075,0,0.0641644,0.212435,3.34277,3.34277,0,1,0.007525,0.007525,0.007525,0.0037625,0.01505
102,18923.7,1.46182,1.85759,0.01911,0.99985,13.7053,0.6213,0.51792,0.56873,0.37338,1.37953,1.55831,0.02224,0,0,13.7053,0,13.7053,0,0.0641564,0.212284,3.34277,3.34277,0,1,0.00750025,0.00750025,0.00750025,0.00375013,0.0150005
103,19108.2,1.46142,1.85699,0.01902,0.99985,13.657,0.62293,0.51829,0.56934,0.37402,1.37908,1.55603,0.02223,0,0,13.657,0,13.657,0,0.0639326,0.211863,3.34277,3.34277,0,1,0.0074755,0.0074755,0.0074755,0.00373775,0.014951
104,19293.4,1.45358,1.85023,0.01888,0.99984,13.6504,0.62268,0.52043,0.57019,0.37457,1.37818,1.55376,0.02221,0,0,13.6504,0,13.6504,0,0.0639076,0.212498,3.34277,3.34277,0,1,0.00745075,0.00745075,0.00745075,0.00372537,0.0149015
105,19477.1,1.46035,1.84987,0.01892,0.99992,13.589,0.61993,0.52389,0.57082,0.37517,1.37701,1.55221,0.02218,0,0,13.589,0,13.589,0,0.0636153,0.211312,3.34277,3.34277,0,1,0.007426,0.007426,0.007426,0.003713,0.014852
106,19659.6,1.44942,1.85467,0.01883,0.99962,13.6259,0.62071,0.52436,0.57144,0.37598,1.37548,1.55053,0.02215,0,0,13.6259,0,13.6259,0,0.0637896,0.211977,3.34277,3.34277,0,1,0.00740125,0.00740125,0.00740125,0.00370063,0.0148025
107,19843.6,1.44366,1.84702,0.01883,0.99998,13.6409,0.62148,0.52252,0.5719,0.37669,1.37448,1.54901,0.02213,0,0,13.6409,0,13.6409,0,0.0638633,0.213225,3.34277,3.34277,0,1,0.0073765,0.0073765,0.0073765,0.00368825,0.014753
108,20026,1.45244,1.84259,0.01884,0.99996,13.6306,0.62015,0.52515,0.57261,0.37722,1.37372,1.5471,0.02211,0,0,13.6306,0,13.6306,0,0.0638074,0.21287,3.34277,3.34277,0,1,0.00735175,0.00735175,0.00735175,0.00367587,0.0147035
109,20208.9,1.45789,1.85148,0.01899,0.99975,13.6586,0.62434,0.52288,0.57375,0.37795,1.37348,1.54491,0.02211,0,0,13.6586,0,13.6586,0,0.0639441,0.211944,3.34277,3.34277,0,1,0.007327,0.007327,0.007327,0.0036635,0.014654
110,20391,1.4529,1.83665,0.01872,0.99986,13.5749,0.62536,0.52318,0.5745,0.37859,1.37275,1.54284,0.02209,0,0,13.5749,0,13.5749,0,0.0635508,0.212228,3.34277,3.34277,0,1,0.00730225,0.00730225,0.00730225,0.00365113,0.0146045
111,20575.3,1.44938,1.82663,0.01884,0.99977,13.5884,0.62778,0.52372,0.57555,0.37925,1.3722,1.54074,0.02207,0,0,13.5884,0,13.5884,0,0.0636119,0.21287,3.34277,3.34277,0,1,0.0072775,0.0072775,0.0072775,0.00363875,0.014555
112,20759.9,1.45121,1.82767,0.01876,1.00021,13.6114,0.63118,0.52307,0.57666,0.38016,1.37237,1.53714,0.02207,0,0,13.6114,0,13.6114,0,0.0637234,0.213668,3.34277,3.34277,0,1,0.00725275,0.00725275,0.00725275,0.00362637,0.0145055
113,20943.3,1.45018,1.83256,0.01888,0.99968,13.5609,0.62905,0.52431,0.57796,0.38117,1.37144,1.53508,0.02205,0,0,13.5608,0,13.5608,0,0.0634848,0.212137,3.34277,3.34277,0,1,0.007228,0.007228,0.007228,0.003614,0.014456
114,21124.4,1.44227,1.82759,0.01874,0.99983,13.5942,0.63312,0.52446,0.57905,0.38237,1.37117,1.53205,0.02203,0,0,13.5941,0,13.5941,0,0.063638,0.213567,3.34277,3.34277,0,1,0.00720325,0.00720325,0.00720325,0.00360163,0.0144065
115,21307,1.44313,1.8149,0.01877,0.99991,13.5733,0.6412,0.52306,0.57989,0.38302,1.37154,1.52893,0.02204,0,0,13.5733,0,13.5733,0,0.0635391,0.214106,3.34277,3.34277,0,1,0.0071785,0.0071785,0.0071785,0.00358925,0.014357
116,21489.6,1.4395,1.8166,0.01862,0.9999,13.547,0.6431,0.52189,0.58086,0.38369,1.37119,1.52717,0.02204,0,0,13.547,0,13.547,0,0.0634155,0.21383,3.34277,3.34277,0,1,0.00715375,0.00715375,0.00715375,0.00357688,0.0143075
117,21671.6,1.44555,1.81977,0.01878,0.9999,13.5466,0.64413,0.52164,0.58218,0.3849,1.37087,1.52439,0.02201,0,0,13.5466,0,13.5466,0,0.0634178,0.212999,3.34277,3.34277,0,1,0.007129,0.007129,0.007129,0.0035645,0.014258
118,21853.1,1.44294,1.81263,0.01873,1.00004,13.5116,0.64651,0.52261,0.583,0.38541,1.37106,1.52085,0.02203,0,0,13.5116,0,13.5116,0,0.0632556,0.213093,3.34277,3.34277,0,1,0.00710425,0.00710425,0.00710425,0.00355212,0.0142085
119,22035.3,1.44131,1.8128,0.01879,0.99972,13.5208,0.64635,0.52413,0.5837,0.38591,1.36999,1.51877,0.02201,0,0,13.5208,0,13.5208,0,0.0632992,0.213039,3.34277,3.34277,0,1,0.0070795,0.0070795,0.0070795,0.00353975,0.014159
120,22215.9,1.43052,1.79088,0.01878,0.99995,13.5329,0.64682,0.52406,0.58358,0.3861,1.36851,1.51831,0.02197,0,0,13.5329,0,13.5329,0,0.0633547,0.215381,3.34277,3.34277,0,1,0.00705475,0.00705475,0.00705475,0.00352737,0.0141095
121,22397.1,1.44681,1.81191,0.01867,0.99986,13.5123,0.64624,0.52547,0.58426,0.38637,1.36843,1.51575,0.02197,0,0,13.5123,0,13.5123,0,0.0632579,0.212649,3.34277,3.34277,0,1,0.00703,0.00703,0.00703,0.003515,0.01406
122,22578.3,1.44452,1.79951,0.01864,0.99995,13.4633,0.64614,0.52774,0.58529,0.38694,1.36759,1.51371,0.02194,0,0,13.4633,0,13.4633,0,0.0630286,0.213121,3.34277,3.34277,0,1,0.00700525,0.00700525,0.00700525,0.00350263,0.0140105
123,22761,1.44276,1.79494,0.0185,1.00001,13.4517,0.64929,0.5281,0.58626,0.38759,1.36707,1.51067,0.02194,0,0,13.4517,0,13.4517,0,0.0629709,0.213274,3.34277,3.34277,0,1,0.0069805,0.0069805,0.0069805,0.00349025,0.013961
124,22942.4,1.42892,1.78515,0.01851,0.99974,13.4832,0.65019,0.5284,0.58725,0.38835,1.36567,1.50965,0.02191,0,0,13.4832,0,13.4832,0,0.0631202,0.215047,3.34277,3.34277,0,1,0.00695575,0.00695575,0.00695575,0.00347788,0.0139115
125,23123.4,1.43576,1.79235,0.01856,0.99989,13.5034,0.65177,0.52944,0.58801,0.38923,1.36509,1.50747,0.0219,0,0,13.5034,0,13.5034,0,0.0632187,0.214301,3.34277,3.34277,0,1,0.006931,0.006931,0.006931,0.0034655,0.013862
126,23305.3,1.43437,1.79805,0.01862,1.00001,13.4847,0.65423,0.53,0.58839,0.38967,1.36347,1.50681,0.02185,0,0,13.4847,0,13.4847,0,0.0631258,0.213664,3.34277,3.34277,0,1,0.00690625,0.00690625,0.00690625,0.00345313,0.0138125
127,23485.1,1.43565,1.79295,0.01848,0.99999,13.4445,0.65544,0.53155,0.58879,0.38998,1.36392,1.50355,0.02186,0,0,13.4445,0,13.4445,0,0.0629428,0.213299,3.34277,3.34277,0,1,0.0068815,0.0068815,0.0068815,0.00344075,0.013763
128,23666.6,1.43658,1.80707,0.01839,0.99995,13.4356,0.65369,0.53278,0.58838,0.38984,1.36243,1.50353,0.02182,0,0,13.4356,0,13.4356,0,0.0628999,0.212465,3.34277,3.34277,0,1,0.00685675,0.00685675,0.00685675,0.00342838,0.0137135
129,23847.8,1.43637,1.78428,0.01856,0.9999,13.405,0.65458,0.53249,0.5886,0.39039,1.3614,1.5023,0.0218,0,0,13.405,0,13.405,0,0.0627538,0.213131,3.34277,3.34277,0,1,0.006832,0.006832,0.006832,0.003416,0.013664
130,24028.9,1.43222,1.77595,0.01852,0.99993,13.3961,0.65773,0.53028,0.58897,0.39116,1.36028,1.50108,0.02178,0,0,13.3961,0,13.3961,0,0.062715,0.213828,3.34277,3.34277,0,1,0.00680725,0.00680725,0.00680725,0.00340363,0.0136145
131,24209.5,1.43513,1.78952,0.01857,0.99991,13.4374,0.65605,0.53259,0.58981,0.39191,1.35968,1.49909,0.02176,0,0,13.4374,0,13.4374,0,0.0629026,0.213583,3.34277,3.34277,0,1,0.0067825,0.0067825,0.0067825,0.00339125,0.013565
132,24392,1.43088,1.78286,0.01853,0.99993,13.4274,0.65414,0.53459,0.59058,0.39232,1.35942,1.49656,0.02176,0,0,13.4274,0,13.4274,0,0.0628568,0.213763,3.34277,3.34277,0,1,0.00675775,0.00675775,0.00675775,0.00337887,0.0135155
133,24571.8,1.43526,1.78582,0.01844,0.99988,13.4056,0.65436,0.53693,0.59134,0.39329,1.35916,1.49427,0.02175,0,0,13.4056,0,13.4056,0,0.0627535,0.213092,3.34277,3.34277,0,1,0.006733,0.006733,0.006733,0.0033665,0.013466
134,24753.6,1.42405,1.77042,0.01848,0.99996,13.4102,0.65589,0.5362,0.59191,0.39387,1.35761,1.49387,0.02172,0,0,13.4102,0,13.4102,0,0.0627743,0.214532,3.34277,3.34277,0,1,0.00670825,0.00670825,0.00670825,0.00335412,0.0134165
135,24933.9,1.42835,1.77357,0.01847,0.99997,13.4015,0.65381,0.53957,0.59246,0.39447,1.35742,1.4917,0.02172,0,0,13.4015,0,13.4015,0,0.0627349,0.214041,3.34277,3.34277,0,1,0.0066835,0.0066835,0.0066835,0.00334175,0.013367
136,25116.2,1.42776,1.76321,0.01835,0.99993,13.3476,0.65425,0.53901,0.59302,0.39516,1.3568,1.49032,0.02171,0,0,13.3475,0,13.3475,0,0.0624857,0.21388,3.34277,3.34277,0,1,0.00665875,0.00665875,0.00665875,0.00332937,0.0133175
137,25297.1,1.42973,1.77135,0.01836,0.99982,13.3661,0.65804,0.53762,0.59355,0.39576,1.35576,1.48957,0.02168,0,0,13.366,0,13.366,0,0.0625691,0.213728,3.34277,3.34277,0,1,0.006634,0.006634,0.006634,0.003317,0.013268
138,25479.8,1.42731,1.76627,0.01831,1.00016,13.339,0.65615,0.53858,0.59419,0.39652,1.35514,1.48715,0.02168,0,0,13.339,0,13.339,0,0.0624456,0.213549,3.34277,3.34277,0,1,0.00660925,0.00660925,0.00660925,0.00330462,0.0132185
139,25659.2,1.43245,1.7631,0.01849,1.00003,13.3705,0.65638,0.5391,0.59509,0.39708,1.35485,1.48467,0.02167,0,0,13.3705,0,13.3705,0,0.062599,0.213749,3.34277,3.34277,0,1,0.0065845,0.0065845,0.0065845,0.00329225,0.013169
140,25838.2,1.42008,1.76061,0.01837,0.99975,13.3236,0.65762,0.53938,0.59618,0.39777,1.35356,1.48414,0.02163,0,0,13.3236,0,13.3236,0,0.0623749,0.214014,3.34277,3.34277,0,1,0.00655975,0.00655975,0.00655975,0.00327988,0.0131195
141,26018.6,1.43076,1.77002,0.01864,1.00001,13.3271,0.65812,0.54054,0.59699,0.3984,1.35269,1.48219,0.02161,0,0,13.3271,0,13.3271,0,0.062391,0.212655,3.34277,3.34277,0,1,0.006535,0.006535,0.006535,0.0032675,0.01307
142,26199.7,1.42085,1.75589,0.01835,0.99983,13.3322,0.66078,0.53846,0.59747,0.3987,1.35153,1.48109,0.02158,0,0,13.3322,0,13.3322,0,0.0624106,0.214347,3.34277,3.34277,0,1,0.00651025,0.00651025,0.00651025,0.00325512,0.0130205
143,26379.5,1.42663,1.75418,0.0183,1.00016,13.3443,0.66038,0.53808,0.59778,0.39915,1.35099,1.47901,0.02156,0,0,13.3443,0,13.3443,0,0.0624711,0.214128,3.34277,3.34277,0,1,0.0064855,0.0064855,0.0064855,0.00324275,0.012971
144,26559.1,1.42017,1.7485,0.01821,1.00002,13.3089,0.66091,0.53744,0.59816,0.39937,1.34893,1.47866,0.02151,0,0,13.3089,0,13.3089,0,0.062306,0.214424,3.34277,3.34277,0,1,0.00646075,0.00646075,0.00646075,0.00323038,0.0129215
145,26740.7,1.42479,1.74491,0.01824,0.99999,13.2765,0.65993,0.53845,0.59858,0.39959,1.34842,1.47707,0.0215,0,0,13.2765,0,13.2765,0,0.0621582,0.214036,3.34277,3.34277,0,1,0.006436,0.006436,0.006436,0.003218,0.012872
146,26922.7,1.42821,1.74544,0.01831,0.99988,13.3079,0.66082,0.53916,0.59899,0.40004,1.34778,1.4758,0.02149,0,0,13.3079,0,13.3079,0,0.0623009,0.213668,3.34277,3.34277,0,1,0.00641125,0.00641125,0.00641125,0.00320562,0.0128225
147,27104.6,1.42021,1.75208,0.01831,0.99987,13.2567,0.664,0.5382,0.59947,0.40041,1.34767,1.47322,0.02148,0,0,13.2567,0,13.2567,0,0.0620586,0.213152,3.34277,3.34277,0,1,0.0063865,0.0063865,0.0063865,0.00319325,0.012773
148,27285.4,1.42,1.74111,0.01831,0.99998,13.2853,0.66205,0.53966,0.59985,0.40104,1.3471,1.47115,0.02148,0,0,13.2853,0,13.2853,0,0.0621933,0.214146,3.34277,3.34277,0,1,0.00636175,0.00636175,0.00636175,0.00318088,0.0127235
149,27464.3,1.41838,1.74235,0.01836,0.99999,13.2895,0.66341,0.53994,0.6002,0.4019,1.34717,1.46786,0.02149,0,0,13.2894,0,13.2894,0,0.0622122,0.214329,3.34277,3.34277,0,1,0.006337,0.006337,0.006337,0.0031685,0.012674
150,27643.4,1.42546,1.75266,0.01829,0.99986,13.2809,0.66241,0.54027,0.60094,0.40278,1.34695,1.46521,0.02148,0,0,13.2809,0,13.2809,0,0.0621708,0.213182,3.34277,3.34277,0,1,0.00631225,0.00631225,0.00631225,0.00315612,0.0126245
151,27824.5,1.41028,1.7413,0.01844,0.99999,13.2615,0.66684,0.53955,0.60139,0.40323,1.34556,1.46456,0.02145,0,0,13.2615,0,13.2615,0,0.062081,0.214261,3.34277,3.34277,0,1,0.0062875,0.0062875,0.0062875,0.00314375,0.012575
152,28002.9,1.41819,1.73557,0.01813,0.99979,13.2239,0.66777,0.54066,0.602,0.40382,1.34488,1.46329,0.02144,0,0,13.2239,0,13.2239,0,0.0619059,0.21376,3.34277,3.34277,0,1,0.00626275,0.00626275,0.00626275,0.00313138,0.0125255
153,28183,1.41737,1.73042,0.01816,1.00013,13.2295,0.66858,0.5422,0.60292,0.40431,1.34415,1.46158,0.02142,0,0,13.2295,0,13.2295,0,0.0619309,0.213967,3.34277,3.34277,0,1,0.006238,0.006238,0.006238,0.003119,0.012476
154,28363.6,1.40566,1.73476,0.01822,0.99994,13.221,0.66844,0.54074,0.60346,0.40477,1.34377,1.45995,0.02141,0,0,13.221,0,13.221,0,0.0618972,0.214335,3.34277,3.34277,0,1,0.00621325,0.00621325,0.00621325,0.00310662,0.0124265
155,28542.8,1.41705,1.73765,0.01818,1.00004,13.2252,0.67351,0.53846,0.60448,0.4057,1.34287,1.45863,0.02139,0,0,13.2252,0,13.2252,0,0.0619123,0.213376,3.34277,3.34277,0,1,0.0061885,0.0061885,0.0061885,0.00309425,0.012377
156,28723.5,1.40658,1.72376,0.01811,1.00013,13.1734,0.67608,0.53739,0.60524,0.40636,1.34223,1.45679,0.02137,0,0,13.1734,0,13.1734,0,0.061669,0.214032,3.34277,3.34277,0,1,0.00616375,0.00616375,0.00616375,0.00308187,0.0123275
157,28903.5,1.41243,1.73335,0.01833,0.99976,13.2181,0.6758,0.53854,0.60581,0.40692,1.3412,1.45548,0.02135,0,0,13.2181,0,13.2181,0,0.0618745,0.213392,3.34277,3.34277,0,1,0.006139,0.006139,0.006139,0.0030695,0.012278
158,29085.2,1.41312,1.72428,0.01829,0.99995,13.1885,0.68039,0.53999,0.60667,0.40748,1.34071,1.45319,0.02134,0,0,13.1885,0,13.1885,0,0.0617405,0.213636,3.34277,3.34277,0,1,0.00611425,0.00611425,0.00611425,0.00305712,0.0122285
159,29264.3,1.41968,1.73013,0.01826,1.00012,13.1806,0.68091,0.54036,0.60724,0.40807,1.33963,1.45132,0.02132,0,0,13.1806,0,13.1806,0,0.0617051,0.212852,3.34277,3.34277,0,1,0.0060895,0.0060895,0.0060895,0.00304475,0.012179
160,29444.9,1.41741,1.72546,0.01819,0.9999,13.1566,0.68308,0.54079,0.60788,0.40842,1.33948,1.44942,0.02132,0,0,13.1566,0,13.1566,0,0.0615901,0.212909,3.34277,3.34277,0,1,0.00606475,0.00606475,0.00606475,0.00303237,0.0121295
161,29625.5,1.40839,1.71917,0.01813,0.9999,13.1701,0.68303,0.54059,0.6082,0.40894,1.339,1.44748,0.02132,0,0,13.1701,0,13.1701,0,0.0616528,0.214054,3.34277,3.34277,0,1,0.00604,0.00604,0.00604,0.00302,0.01208
162,29805.1,1.41459,1.71538,0.01816,0.99993,13.1656,0.6802,0.54271,0.6088,0.40927,1.33852,1.44538,0.0213,0,0,13.1656,0,13.1656,0,0.0616339,0.213663,3.34277,3.34277,0,1,0.00601525,0.00601525,0.00601525,0.00300762,0.0120305
163,29987.9,1.406,1.72727,0.0182,1.00013,13.169,0.68052,0.54147,0.60965,0.40986,1.33761,1.44412,0.02129,0,0,13.169,0,13.169,0,0.0616474,0.21352,3.34277,3.34277,0,1,0.0059905,0.0059905,0.0059905,0.00299525,0.011981
164,30167.8,1.40149,1.71735,0.01803,0.99995,13.1374,0.68181,0.54087,0.61031,0.41053,1.33671,1.44276,0.02126,0,0,13.1374,0,13.1374,0,0.061501,0.213837,3.34277,3.34277,0,1,0.00596575,0.00596575,0.00596575,0.00298288,0.0119315
165,30348.9,1.4106,1.71947,0.0181,0.99993,13.1352,0.67901,0.54185,0.61055,0.41079,1.33618,1.44106,0.02125,0,0,13.1352,0,13.1352,0,0.0614887,0.213239,3.34277,3.34277,0,1,0.005941,0.005941,0.005941,0.0029705,0.011882
166,30529.5,1.40166,1.71599,0.01813,0.99986,13.1637,0.68058,0.54239,0.61114,0.41117,1.33444,1.44031,0.02122,0,0,13.1637,0,13.1637,0,0.0616261,0.214306,3.34277,3.34277,0,1,0.00591625,0.00591625,0.00591625,0.00295813,0.0118325
167,30711.9,1.4073,1.70348,0.01805,1.00017,13.1373,0.68159,0.5441,0.61182,0.41212,1.33405,1.43809,0.02121,0,0,13.1374,0,13.1374,0,0.0615003,0.214496,3.34277,3.34277,0,1,0.0058915,0.0058915,0.0058915,0.00294575,0.011783
168,30891.7,1.4066,1.71466,0.01806,0.99998,13.132,0.68476,0.54328,0.61273,0.41267,1.33272,1.43676,0.02118,0,0,13.132,0,13.132,0,0.0614797,0.213497,3.34277,3.34277,0,1,0.00586675,0.00586675,0.00586675,0.00293338,0.0117335
169,31073.4,1.40355,1.70818,0.01809,0.99984,13.1181,0.68472,0.5437,0.61328,0.41304,1.33163,1.43469,0.02116,0,0,13.1181,0,13.1181,0,0.0614076,0.21363,3.34277,3.34277,0,1,0.005842,0.005842,0.005842,0.002921,0.011684
170,31253.4,1.4064,1.71396,0.01802,1.00012,13.1051,0.68711,0.5441,0.61448,0.41402,1.33105,1.43254,0.02115,0,0,13.1051,0,13.1051,0,0.0613499,0.213063,3.34277,3.34277,0,1,0.00581725,0.00581725,0.00581725,0.00290863,0.0116345
171,31434,1.4088,1.70697,0.01798,0.99997,13.0762,0.69059,0.54157,0.61516,0.41493,1.33018,1.43046,0.02112,0,0,13.0762,0,13.0762,0,0.0612135,0.212809,3.34277,3.34277,0,1,0.0057925,0.0057925,0.0057925,0.00289625,0.011585
172,31612.7,1.40802,1.69937,0.01792,0.99991,13.059,0.68882,0.54491,0.61622,0.41573,1.32986,1.42826,0.02111,0,0,13.059,0,13.059,0,0.0611301,0.213054,3.34277,3.34277,0,1,0.00576775,0.00576775,0.00576775,0.00288388,0.0115355
173,31792.8,1.40104,1.69869,0.01795,1.00003,13.0593,0.69131,0.54282,0.61663,0.41645,1.32808,1.4286,0.02107,0,0,13.0593,0,13.0593,0,0.0611334,0.213401,3.34277,3.34277,0,1,0.005743,0.005743,0.005743,0.0028715,0.011486
174,31974.1,1.40957,1.71421,0.01805,0.99995,13.0965,0.69437,0.5433,0.61744,0.4171,1.32777,1.4269,0.02106,0,0,13.0965,0,13.0965,0,0.0613084,0.212539,3.34277,3.34277,0,1,0.00571825,0.00571825,0.00571825,0.00285913,0.0114365
175,32152.9,1.40441,1.69055,0.01797,0.99995,13.0743,0.69346,0.54504,0.61745,0.41728,1.32709,1.42519,0.02106,0,0,13.0743,0,13.0743,0,0.0612086,0.213821,3.34277,3.34277,0,1,0.0056935,0.0056935,0.0056935,0.00284675,0.011387
176,32333.9,1.39813,1.70573,0.01783,1,13.0772,0.69476,0.54481,0.61782,0.41761,1.32589,1.42482,0.02103,0,0,13.0772,0,13.0772,0,0.0612199,0.213612,3.34277,3.34277,0,1,0.00566875,0.00566875,0.00566875,0.00283438,0.0113375
177,32515.4,1.40467,1.69962,0.01794,0.99993,13.067,0.69245,0.54532,0.61794,0.41784,1.32468,1.42424,0.021,0,0,13.067,0,13.067,0,0.0611739,0.213017,3.34277,3.34277,0,1,0.005644,0.005644,0.005644,0.002822,0.011288
178,32695.8,1.40727,1.68822,0.01788,1.00005,13.0347,0.69473,0.54427,0.61866,0.41862,1.32422,1.42273,0.02099,0,0,13.0347,0,13.0347,0,0.0610151,0.212993,3.34277,3.34277,0,1,0.00561925,0.00561925,0.00561925,0.00280963,0.0112385
179,32876.1,1.39528,1.68394,0.01785,0.9999,13.0307,0.69406,0.544,0.61949,0.41916,1.32306,1.42226,0.02096,0,0,13.0307,0,13.0307,0,0.0610061,0.213887,3.34277,3.34277,0,1,0.0055945,0.0055945,0.0055945,0.00279725,0.011189
180,33057.7,1.39406,1.69046,0.01793,1.00011,13.0118,0.69139,0.54505,0.61978,0.41944,1.32264,1.42105,0.02095,0,0,13.0118,0,13.0118,0,0.0609142,0.213201,3.34277,3.34277,0,1,0.00556975,0.00556975,0.00556975,0.00278488,0.0111395
181,33237.5,1.39195,1.69559,0.01781,0.99993,13.061,0.68934,0.54603,0.62003,0.41979,1.32143,1.42079,0.02092,0,0,13.061,0,13.061,0,0.0611415,0.213695,3.34277,3.34277,0,1,0.005545,0.005545,0.005545,0.0027725,0.01109
182,33419.4,1.40168,1.69331,0.01791,1.00005,12.9986,0.68983,0.54526,0.62027,0.42037,1.32046,1.41937,0.0209,0,0,12.9986,0,12.9986,0,0.0608496,0.212113,3.34277,3.34277,0,1,0.00552025,0.00552025,0.00552025,0.00276012,0.0110405
183,33600,1.39017,1.68661,0.01784,1.00005,13.0252,0.69303,0.54424,0.62074,0.42086,1.32012,1.41709,0.02089,0,0,13.0252,0,13.0252,0,0.0609761,0.213647,3.34277,3.34277,0,1,0.0054955,0.0054955,0.0054955,0.00274775,0.010991
184,33779.7,1.39521,1.6856,0.01779,0.99984,12.9927,0.69217,0.54597,0.62112,0.42137,1.31943,1.41573,0.02087,0,0,12.9927,0,12.9927,0,0.0608258,0.213156,3.34277,3.34277,0,1,0.00547075,0.00547075,0.00547075,0.00273537,0.0109415
185,33961,1.39002,1.67423,0.01781,0.99982,12.9992,0.69455,0.54506,0.62161,0.42167,1.31852,1.41456,0.02086,0,0,12.9992,0,12.9992,0,0.0608537,0.214083,3.34277,3.34277,0,1,0.005446,0.005446,0.005446,0.002723,0.010892
186,34141.2,1.39738,1.67328,0.01783,1.00017,12.9928,0.69511,0.5452,0.62153,0.4219,1.31771,1.41332,0.02084,0,0,12.9928,0,12.9928,0,0.0608257,0.213493,3.34277,3.34277,0,1,0.00542125,0.00542125,0.00542125,0.00271062,0.0108425
187,34321.5,1.40008,1.67754,0.01785,1.0001,12.9607,0.69724,0.54526,0.62192,0.42245,1.31651,1.413,0.02081,0,0,12.9607,0,12.9607,0,0.0606727,0.212454,3.34277,3.34277,0,1,0.0053965,0.0053965,0.0053965,0.00269825,0.010793
188,34501.7,1.38896,1.67846,0.01781,0.99976,12.9887,0.69573,0.54459,0.62205,0.4227,1.31549,1.41282,0.0208,0,0,12.9887,0,12.9887,0,0.0608004,0.213633,3.34277,3.34277,0,1,0.00537175,0.00537175,0.00537175,0.00268587,0.0107435
189,34682,1.38643,1.67777,0.01771,1.00002,12.9513,0.68923,0.54807,0.6226,0.42328,1.31525,1.41105,0.02079,0,0,12.9513,0,12.9513,0,0.0606301,0.213323,3.34277,3.34277,0,1,0.005347,0.005347,0.005347,0.0026735,0.010694
190,34861.1,1.3889,1.67323,0.01776,1.00001,12.986,0.6898,0.54888,0.62291,0.42357,1.31441,1.40984,0.02077,0,0,12.9859,0,12.9859,0,0.0607904,0.213927,3.34277,3.34277,0,1,0.00532225,0.00532225,0.00532225,0.00266113,0.0106445
191,35040.5,1.39176,1.66226,0.0177,0.99988,12.9499,0.68957,0.54848,0.62332,0.42408,1.31347,1.4083,0.02075,0,0,12.9499,0,12.9499,0,0.060623,0.213614,3.34277,3.34277,0,1,0.0052975,0.0052975,0.0052975,0.00264875,0.010595
192,35221,1.39262,1.66506,0.01779,1.00006,12.9403,0.68368,0.55031,0.62392,0.42446,1.31201,1.40759,0.02072,0,0,12.9403,0,12.9403,0,0.0605724,0.213382,3.34277,3.34277,0,1,0.00527275,0.00527275,0.00527275,0.00263637,0.0105455
193,35401.5,1.39022,1.66933,0.01774,0.99995,12.9164,0.68504,0.55166,0.62436,0.42513,1.31124,1.40572,0.0207,0,0,12.9164,0,12.9164,0,0.0604658,0.212821,3.34277,3.34277,0,1,0.005248,0.005248,0.005248,0.002624,0.010496
194,35580.1,1.38718,1.65824,0.0178,0.99995,12.9365,0.6851,0.55413,0.62505,0.42578,1.31003,1.40427,0.02067,0,0,12.9365,0,12.9365,0,0.0605655,0.214042,3.34277,3.34277,0,1,0.00522325,0.00522325,0.00522325,0.00261163,0.0104465
195,35758.8,1.39443,1.66021,0.01783,1.00007,12.9322,0.68308,0.55484,0.62547,0.42639,1.30985,1.40157,0.02066,0,0,12.9322,0,12.9322,0,0.0605386,0.213112,3.34277,3.34277,0,1,0.0051985,0.0051985,0.0051985,0.00259925,0.010397
196,35940.8,1.39751,1.66524,0.01776,1.00004,12.8986,0.68759,0.55536,0.62593,0.42691,1.30957,1.39992,0.02065,0,0,12.8986,0,12.8986,0,0.0603789,0.212129,3.34277,3.34277,0,1,0.00517375,0.00517375,0.00517375,0.00258687,0.0103475
